time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY	Delta8LogC_me	Measurement_Error	MrkvState	R
1271.0	0.0096342732349690152	0.0061667758899628389	0.010471183721434851	20.14647460770826	1.0034517548313977	0.040095239289959395	0.039284659692187862	0.030585982627409081	0.0042522559248756031	10.0	1.0375789637027815
1272.0	0.0024879502514041363	0.0089338837001338156	0.016624339388239928	19.946923900185052	0.9999953016405736	0.049039953339665043	0.058875254413814027	0.050096925055428176	-0.002193677523853911	10.0	1.0379172388019675
1273.0	-0.00018033801530670246	0.0012308326985945861	-0.0087199331626801602	19.997339594796038	1.0034517548313977	0.048829508581595071	0.043800778055875345	0.043290663806414997	-0.003604848237755298	9.0	1.0377805650843159
1274.0	0.0034650709296109028	-0.0012514996062162886	0.0061922081529575124	20.097012501821141	1.0034517548313977	0.036852096723833494	0.046668444274305276	0.038003702768895753	0.001111722298071782	9.0	1.0376117710904897
1275.0	0.0055360831271760169	0.0053299588564446054	0.0087955538808626166	20.067642045576488	0.9999953016405736	0.033933896043329526	0.036754721846067984	0.034980810052445577	0.0013178465688032603	9.0	1.0376613664470387
1276.0	0.0050435778083426364	0.0047576183657205284	0.0038226083947452416	20.035875651912445	0.9999953016405736	0.032684188289983762	0.041010671153887124	0.031940564042559405	0.0016038060114255321	9.0	1.037715141795958
1277.0	0.0027973413400417257	0.0051329171446186095	0.0016000362033423698	19.994951487300959	0.9999953016405736	0.035482414100498794	0.046012582237134225	0.039745013543142083	-0.00073176979315163644	9.0	1.0377846262166468
1278.0	0.011280508969588876	0.0096648377310968314	0.014900149297229159	19.830994936903522	1.0034517548313977	0.039965324780355527	0.053686145876131519	0.038866343271046766	0.00088390144534074072	10.0	1.0381163199528498
1279.0	0.011765470722050697	0.014047740805020137	0.018251753918664626	19.651017016787925	0.9999953016405736	0.047846289695412825	0.061466716073361294	0.0564432208321346	-0.0013983686376288146	10.0	1.0384292011260834
1280.0	0.0035776599699879341	0.005855729512143526	0.0003764494152371789	19.593244025300574	0.9965529435280287	0.044768135507422535	0.045218826100358545	0.042961347203167133	-0.0036764381797845919	10.0	1.0385306345632452
1281.0	0.014939189418222032	0.0093675702277247197	0.011877723245460992	19.408217152095297	0.9999953016405736	0.052904873036552669	0.065816482508499696	0.057271810566711157	0.00189518101071302	10.0	1.0388588188063668
1282.0	0.0079874307850973381	0.0095760347836577608	0.01318409129159992	19.234770513493082	0.9999953016405736	0.063732407426426718	0.072808365647142104	0.061338704737124772	0.00030657701215260183	10.0	1.0391711567609874
1283.0	0.0027187746207495422	0.0065474397328064704	0.0056561945804127767	19.192723660898768	1.0034517548313977	0.064949888302788583	0.069669006346692264	0.059966746587893027	-0.0035220880999044363	10.0	1.039247570136189
1284.0	0.0033487820976985105	0.0036767454742361316	0.0066314759263557121	19.290825098533066	1.0034517548313977	0.063869015411304186	0.072477873878302734	0.066294408264378379	-0.0038500514764419542	10.0	1.0390697115955116
1285.0	0.0072431939605213103	0.0063809566456933808	0.01220662405861539	19.271573038372118	1.0034517548313977	0.065117054912378958	0.083084461733575754	0.062445747682823516	-0.002987814161614399	10.0	1.0391044985793088
1286.0	0.010428851662184879	0.0064720853812523238	0.0042515186325489118	19.246511082879547	1.0034517548313977	0.06192430256253445	0.072435831068895506	0.068167663002256518	0.0009689521193182491	10.0	1.0391498690744636
1287.0	0.0058216002571813696	0.0092214419728584573	0.0087002992624487518	19.08824878144026	0.9965529435280287	0.057098003730372771	0.062884376412679632	0.049210714343958184	-0.0024308895963588515	10.0	1.0394386305256866
1288.0	0.0083100128257269645	0.0051092678086717136	-0.0032043913612556096	19.172496834737377	1.0034517548313977	0.056351542026900958	0.059303535636186844	0.058360290526775938	0.00076985542069638859	9.0	1.0392323546088196
1289.0	0.00052340970134556741	0.0049020426727364175	0.014767038208036709	19.047109374405849	0.9999953016405736	0.051886014471912656	0.062192850598762561	0.044004744595758538	-0.0036087775506942268	10.0	1.0395143363433983
1290.0	0.011558274991505524	0.0086226195796914595	-0.0024941369039606087	18.9967147013793	0.9965529435280287	0.050932599267946355	0.046514622403202033	0.050955540871878924	-0.00067312213888021501	10.0	1.0396074401964115
1291.0	0.0047061062807749465	0.0029524718537676797	0.010084890197891383	19.095855760761975	0.9965529435280287	0.047337631388907564	0.050943318020680639	0.047453407394766334	0.0010805122881269356	9.0	1.0393724552092769
1292.0	-0.00080047314162623451	0.0025468632906218147	-0.00063686314762767537	19.083455780204634	0.9965529435280287	0.046207749205293247	0.043674978946697252	0.04226061438565365	-0.002266824144121216	9.0	1.0393952091876171
1293.0	0.007905480450634883	0.0074594764002213765	0.0091850275002980375	18.944521800962125	0.9999953016405736	0.047286268959821243	0.040653382388379899	0.049703253891966614	-0.0018208200937074278	9.0	1.0396518216458819
1294.0	0.0043955617920001799	0.006091972424411729	0.0082087695641428482	18.942389283249774	1.0034517548313977	0.046906156002980648	0.044610633319973836	0.042665374838030345	-0.0035172307261188886	9.0	1.0396557844694516
1295.0	0.016401389641347741	0.010156221931045373	0.016765515508016193	18.827504232464118	0.9965529435280287	0.047840935961167563	0.052675849565541277	0.0542410950104113	0.0027279369841832013	10.0	1.0399230418390994
1296.0	0.0070217397704426254	0.011036659506665103	0.0012672567894655984	18.790147444157512	1.0034517548313977	0.053768327659160953	0.057147497716262485	0.048719220066010926	-0.0012869827520389792	10.0	1.0399933451837211
1297.0	0.0057050643843501447	0.0043383199040287757	0.010048267144437517	18.897290416145584	0.9999953016405736	0.053204604890453311	0.052428726652663293	0.052399314142242304	7.9761728282289155e-05	10.0	1.039792319161815
1298.0	0.0058666792846171489	0.010612448334625935	0.011240381783090392	18.746757968358679	0.9999953016405736	0.055194433645387786	0.066163245339714294	0.056890583742793766	-0.0046660073217265844	10.0	1.0400752899914421
1299.0	0.0079211376954537727	0.0048360815444370431	0.0027012391049017204	18.720556937492759	0.9965529435280287	0.057078043336057149	0.058779594246724631	0.06025546771377277	-0.0015809511707100268	10.0	1.0401249237106098
1300.0	0.012010682122060246	0.01029263216408971	0.012036700106123011	18.57074640747074	0.9999953016405736	0.064823812209525045	0.071453157500475317	0.062922529222092738	0.00013709878726085576	10.0	1.0404109194074342
1301.0	0.01321323463020363	0.011496979248394545	0.012439325773393239	18.425156755933624	0.9965529435280287	0.068861315057698214	0.074707455773570519	0.070774539243307011	0.0018533541690695502	10.0	1.0406925059548133
1302.0	0.0086001263940871375	0.010251405369980482	0.012628581336981082	18.287243316596584	0.9965529435280287	0.073020748003266966	0.079127267546408753	0.075735102948826682	0.00020207519317643242	10.0	1.0409626320616954
