time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A
11574.0	-0.00023265811468076159	0.0014978208810774163	0.0029404388397882286	50.075701567392514
11575.0	0.0020770334144508684	0.00051360489452556557	-0.0050118674092274329	50.327777274536544
11576.0	-0.00036613930080386936	-0.0003925884229989407	-0.0029411159313195157	50.572609046714739
11577.0	-0.000212527298211862	0.00084728630644526071	0.0018851913668189724	50.062875041671425
11578.0	0.0013464113474235262	0.0009746953378837464	0.0017882701779754484	49.942209192801698
11579.0	0.00092197398229720839	0.0014217640079676741	0.0078815033687318348	49.707413369724215
11580.0	0.00037588421276435469	0.00058700011074219738	-0.0030118580624967084	49.964809783822766
11581.0	0.0012047397079324451	0.00037944823532232164	0.0030194104958902734	49.978925236348978
11582.0	-0.00088038344711338645	-0.00032316384466857251	-0.0078806632834524937	50.221335795561508
11583.0	-0.00066258629878435116	-0.00073241619557595783	-0.0019033999503397236	50.32352236512201
11584.0	-0.00028939238105607501	-0.00033507151498679555	-0.00023981363720415594	50.19181397148138
11585.0	0.0012535922555285683	0.0010142238265451464	0.0077939064730971896	49.700626887893812
11586.0	0.0025797703749474987	0.0016419995487411132	0.0099142099007714091	49.48511813617489
11587.0	0.0015247880065634156	0.0021118312956247554	0.0010979303280278518	49.267230796372878
11588.0	0.0030538184686133008	0.0022702660106899142	-0.00074639459818004461	49.040399490460651
