time_period; DeltaLogC_me; DeltaLogC; DeltaLogY; A; DeltaLogC_me_sticky; DeltaLogC_sticky; DeltaLogY_sticky; A_sticky; MrkvState; PermShkAgg; pLvlErr
3.400000000000000000e+01;2.405708833616237996e-03;6.276732746198193658e-03;3.957359719777647777e-03;2.502492468927228320e+00;-3.621810983478274126e-03;-1.550316895951281415e-03;3.957359719777397977e-03;2.467295581923362402e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.004759217064009391e+00
3.500000000000000000e+01;1.053729458690462473e-02;9.823913316890586778e-03;4.777134361220986003e-03;2.486396940317625148e+00;2.025611595287940547e-03;1.643861155001730134e-03;4.777134361221124781e-03;2.466893734325725784e+00;2.000000000000000000e+00;1.003451754831397702e+00;1.000041212287575476e+00
3.600000000000000000e+01;6.599405017092302428e-03;9.164567478202975681e-03;5.343493704781959730e-03;2.466052382187949199e+00;1.453067722173934095e-03;2.825758511932646710e-03;5.343493704781820952e-03;2.468427471560254105e+00;3.000000000000000000e+00;1.003451754831397702e+00;9.953990372511616336e-01
3.700000000000000000e+01;-3.644291801503607431e-03;-9.186312285741640715e-03;-3.277181389580191562e-03;2.476150026384617675e+00;2.505648778115626696e-03;-4.600427095391990129e-04;-3.277181389580191562e-03;2.471364072139331736e+00;2.000000000000000000e+00;9.965529435280287007e-01;9.989857692092155572e-01
3.800000000000000000e+01;3.095517378648729445e-03;1.000847967216733636e-02;5.689228811621649395e-03;2.454566193049837697e+00;-7.817907857547712336e-05;3.621142042065553235e-03;5.689228811621649395e-03;2.467425572205270257e+00;3.000000000000000000e+00;1.003451754831397702e+00;9.952262445339454811e-01
3.900000000000000000e+01;-2.603475205104899270e-03;-7.443563334262590092e-03;-2.419415600238505881e-03;2.460957899629128143e+00;3.599985022863877449e-03;1.009917338168964118e-03;-2.419415600238644659e-03;2.463492857229884869e+00;2.000000000000000000e+00;9.965529435280287007e-01;9.992919942682976231e-01
4.000000000000000000e+01;-1.260049381236880151e-02;-9.085319219695006665e-03;-5.430742668144722396e-03;2.479161592577980855e+00;-4.164773826588738515e-03;-2.283704747764042642e-03;-5.430742668144583618e-03;2.463477818509745454e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.003606418883240314e+00
4.100000000000000000e+01;-8.671315055349820833e-03;-6.625138341502245787e-03;-5.656524790937339509e-03;2.498007401879311473e+00;-3.818976132825280256e-03;-2.724009255717182998e-03;-5.656524790937089708e-03;2.460018692015706776e+00;0.000000000000000000e+00;9.965529435280287007e-01;1.007873618093652945e+00
4.200000000000000000e+01;8.316369936450490608e-03;6.751577988425044863e-03;3.742500177186774968e-03;2.493906499034156621e+00;-2.093338871130279166e-04;-1.046698197369244632e-03;3.742500177186525168e-03;2.462541723590522924e+00;1.000000000000000000e+00;1.003451754831397702e+00;1.003872859517053406e+00
4.300000000000000000e+01;8.187852296144673692e-03;9.283855476425559305e-03;4.208613581295428396e-03;2.484446577887226226e+00;8.675502503864285231e-04;1.454052467663696779e-03;4.208613581295567174e-03;2.468577049413561042e+00;2.000000000000000000e+00;1.003451754831397702e+00;9.993524747499422656e-01
4.400000000000000000e+01;-8.053474898003301630e-03;-1.011123567448178606e-02;-4.863301235259964717e-03;2.498505057129878359e+00;-1.751498055415690036e-03;-2.852663891195039714e-03;-4.863301235260103494e-03;2.471293398104142724e+00;1.000000000000000000e+00;9.965529435280287007e-01;1.002734609002719157e+00
4.500000000000000000e+01;1.019838680585283264e-02;1.063797371856910201e-02;5.844947277383744089e-03;2.487286176521558811e+00;2.781785575787260045e-03;3.017020932429281821e-03;5.844947277383633066e-03;2.475498528865560210e+00;2.000000000000000000e+00;1.003451754831397702e+00;9.985005903437046415e-01
4.600000000000000000e+01;1.287304142448986166e-02;1.060871424644857508e-02;6.473175913845552465e-03;2.467712330532487730e+00;5.624810798186996585e-03;4.413105454209753642e-03;6.473175913845802265e-03;2.478224120220764437e+00;3.000000000000000000e+00;1.003451754831397702e+00;9.942244429098815450e-01
4.700000000000000000e+01;-5.591249200457351631e-03;-6.470762056519793748e-03;-1.810990444886029227e-03;2.471067675158859611e+00;3.132342464138709870e-03;2.661690326001400764e-03;-1.810990444886306783e-03;2.473713549380013976e+00;2.000000000000000000e+00;9.965529435280287007e-01;9.981450431811518254e-01
4.800000000000000000e+01;7.332477967776182548e-03;9.809789530637852417e-03;6.529647587288966992e-03;2.447938200229952788e+00;1.976781018363488185e-03;3.302460314415001097e-03;6.529647587289133526e-03;2.468689841294328335e+00;3.000000000000000000e+00;1.003451754831397702e+00;9.945276856916037689e-01
