time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY	Delta8LogC_me	Measurement_Error	MrkvState
0.0	-0.020981131219639959	-0.018680696245343853	-0.013355157567369158	82.375504964088051	0.99501356321760759	-0.034564012697604785	-0.03089805272863666	-0.036656698813370081	0.0026698566700988514	2.0
1.0	-0.015694243333993718	-0.0072560117702580307	-0.0025485178785831231	82.719453720651998	1.0025275547192944	-0.030219750852252591	-0.032913766967486602	-0.02725534053328893	-0.0057683748936367173	2.0
2.0	0.00061080881167807632	-0.005126272449049285	-0.0090247428124792251	82.631433506619217	0.99746904867329766	-0.039619495464570331	-0.040635649614221503	-0.025163418137745808	-3.1293632909591679e-05	2.0
3.0	-0.0050064460447014625	-0.0073569438673595222	-0.0078699744931896021	82.96105242152629	0.99883083979567888	-0.031051343851538071	-0.039217275741183943	-0.034102494945323247	0.0023192041897486019	2.0
4.0	-0.014594751177485765	-0.0095877492107310225	-0.013326767602570566	83.691691783261803	0.99883083979567888	-0.045847573502529215	-0.047928393795998225	-0.050775079566796055	-0.0026877977770060732	2.0
5.0	0.016700626312387445	0.013021777625986442	0.0019535527942373676	82.584853562521758	0.99501356321760759	-0.028710792901653015	-0.043313217134891779	-0.024267439879441799	0.00099105090939495153	3.0
6.0	-0.021442362736217024	-0.020856481020636863	-0.0048297484590675843	82.918588749247334	0.99999505378669262	-0.058263599613694872	-0.044772920972220742	-0.054649133785237058	0.00040516919381456085	2.0
7.0	-0.00099331400909496992	-0.00060416304860400061	0.0039673386050136372	82.024239305279082	0.99999505378669262	-0.056446539985996136	-0.045034017414008254	-0.053774663430230074	1.6018233323765261e-05	2.0
8.0	-0.010103135126380725	-0.0094354025920120321	-0.011087035231569953	82.772750240286967	1.0025275547192944	-0.047201246332664315	-0.042765895078209049	-0.051263308342157643	-0.00065171430104498198	2.0
9.0	-0.014621080252987806	-0.016889111967175463	-0.0091508969769664716	83.049309874894121	1.0011606406084814	-0.056834346529581747	-0.049368274176592397	-0.057420706082135009	0.001616317413142856	1.0
10.0	-0.011166317545433735	-0.014040468148007967	-0.010409092172885437	83.697752880437918	1.0025275547192944	-0.06574854222854043	-0.050752623536998609	-0.073845514957957548	0.0044904680157167769	0.0
11.0	-0.010187320377367026	-0.0020946396450249871	-0.016796976454144907	84.169129257759707	0.99501356321760759	-0.060486238006205895	-0.059679625497953914	-0.060277452542844223	-0.003602212716625247	1.0
12.0	0.0027955734776723418	-0.0046447842202179679	-0.0017991687610297014	84.030047548171439	0.99746904867329766	-0.05554327301569284	-0.048152026656413049	-0.049708668565135561	0.0038381449812653528	1.0
13.0	-0.0062985235980099752	-0.0033137654766233204	0.0028278537455452835	83.683992809618431	1.0025275547192944	-0.071878816118302602	-0.047277725705105134	-0.085929121549566556	0.00085338685987839064	1.0
14.0	-0.004867266369886547	-0.0056754041280444589	-0.01243946657790751	83.737665085844682	0.99501356321760759	-0.056697739225710198	-0.054887443823945059	-0.054190512311405481	0.0016615246180366875	1.0
15.0	-0.007090061041218565	-0.0011860448847462735	0.0048487163825368107	82.978119240856529	0.99746904867329766	-0.05727962106185247	-0.054006066046421886	-0.062223427705859535	-0.0042424915384357276	1.0
16.0	0.011059069546929923	0.0063121648924706619	-0.0014172188675387609	82.700063888579024	0.99883083979567888	-0.041532053577369776	-0.044336249682390694	-0.045475365448765626	0.00050441311602354786	2.0
17.0	-0.0023266947933371362	-0.0073634777116238226	-0.0090456161279233172	83.028869385754049	0.99883083979567888	-0.032006419321818136	-0.044230968833347539	-0.034159522868946635	0.0055411960343102534	2.0
18.0	-0.019037465835794354	-0.0094657804680826629	-0.0079890584737154491	83.777980079199594	1.0050032991989473	-0.027431731641892831	-0.041810935134177551	-0.020711809976280193	-0.0040304893334015138	2.0
19.0	-0.0084382256468544803	-0.0050866287862660897	-0.0046642837867429954	83.695220642248515	1.0050032991989473	-0.030423720783133934	-0.029678242466775639	-0.031533419597551404	-0.0073820861939897908	2.0
20.0	-0.0088512378030571881	-0.0097259970389380612	-0.021999536718164237	84.408840331702066	0.99501356321760759	-0.035504933601854027	-0.049878610423910175	-0.033335913454737742	-0.0065073269581089228	2.0
21.0	-0.010633428601166006	-0.018133891423038673	-0.0017489219472648365	84.903611301451974	1.0050032991989473	-0.05032505954826938	-0.054455386116720295	-0.046331460512732292	0.0009931358637636895	1.0
22.0	0.0032580442292684531	-0.0046509702060486546	-0.0072395632852952918	84.762919337320412	1.0011606406084814	-0.049300625626273575	-0.049255482824108077	-0.058905457065148159	0.0089021502990806623	1.0
23.0	-0.020974694639927183	-0.016266844320893092	-0.012621182489054528	85.818943303749279	1.0050032991989473	-0.064381425062420394	-0.066725381695699415	-0.065100464180020357	0.0041942999800464644	0.0
24.0	0.0019875268979090421	-6.14176917750342e-05	-0.01248534790322009	85.847124833241637	0.99746904867329766	-0.07075500764666609	-0.077793510731380744	-0.06570226265519441	0.0062432445697307255	1.0
25.0	-0.0019912428221466882	0.0038819165015366863	-0.0045062013470749118	85.910408959299801	0.99999505378669262	-0.059509613433505582	-0.073254095950532339	-0.060248103219876725	0.000370085246047442	2.0
26.0	-0.013592278423535387	-0.018440366905153827	-0.014828977950734235	86.358348017443461	0.99501356321760759	-0.068484199870576745	-0.080094015427551124	-0.075008323259031062	0.0052181737276655385	1.0
27.0	-0.0057836273127938043	0.00044700907048200733	-0.010087991218895587	87.064014044790696	0.99883083979567888	-0.062950562013828648	-0.085517722859703715	-0.060326833569042559	-0.0010124626556098967	2.0
28.0	-1.0743737139495835e-05	-0.0033120577943401841	0.0016996351086493444	86.481359563936792	1.0011606406084814	-0.056536622769230771	-0.061818551032890134	-0.060513878042624647	0.0022888514015905431	2.0
29.0	-0.0088231066854116413	-0.0055364647646567455	-0.0079668314078005231	86.329039781123811	0.99746904867329766	-0.043939196110848844	-0.068036460493425821	-0.038415968423835434	-0.00099779051916417034	2.0
30.0	-0.018332995233851346	-0.017280430034831262	-0.010262486330148812	86.539770717514017	0.99501356321760759	-0.056568655939631451	-0.071059383538279342	-0.048295175627723452	-0.0020503557181845303	1.0
31.0	-0.002415455309557224	-0.0049611591943925504	-0.0039863834397915188	86.350777543614896	0.99501356321760759	-0.045262970813130909	-0.062424584489016333	-0.049606756808282526	0.00049534816665085886	1.0
32.0	0.00032744112003335601	0.0026000412121129912	-0.0057761616630387369	86.635245718282974	0.99883083979567888	-0.042601511909242884	-0.05571539824883498	-0.043882161581080936	-0.0017772519254284566	2.0
33.0	0.0034296710226442428	-0.003231599177648814	0.002890519599266117	86.066383159219313	1.0025275547192944	-0.049715027588428384	-0.048318677302493951	-0.048887481120166942	0.0048840182748645005	2.0
34.0	-0.015894194135575024	-0.011738084163560369	0.0014788894949446796	85.259663386819525	1.0011606406084814	-0.043012744846834927	-0.032010809856815037	-0.042115209063314563	0.00072790830284956756	1.0
35.0	0.0046197705805766098	0.0038538515170141174	-0.012046155138281778	85.316303285302823	0.99501356321760759	-0.039605902400302817	-0.033968973776201228	-0.039307509903140581	0.0014938273664123751	2.0
36.0	0.001129655703053789	0.003883732537818041	-0.012143352046290357	85.835532975891724	0.99501356321760759	-0.032410112068144592	-0.047811960931140929	-0.031615016998539858	-0.0012602494683518802	3.0
37.0	-0.017266405404010143	-0.023216574434170134	-0.0081784316975193061	86.552402645908757	1.0011606406084814	-0.050090221737657981	-0.048023561220859712	-0.05407063965955583	0.0046899195618078041	2.0
38.0	-0.019339907850209226	-0.011917832406326712	-0.0027094747970273225	85.714312057470266	0.99501356321760759	-0.04472762410915343	-0.040470549687738222	-0.05296462113270306	-0.0027321558820745562	1.0
39.0	-0.00059049320693760343	-0.0057870352571276484	-0.0016472915786762687	85.751961167375484	0.99999505378669262	-0.045553500171888528	-0.038131457826622972	-0.038421574692040439	0.0024643861681155174	1.0
