time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY	Delta8LogC_me	Measurement_Error	MrkvState
0.0	-0.0014891932247113604	4.0229211495240724e-05	-0.0087886016859382576	5.201451330016134	0.99557930605502465	0.011172028178891596	0.035519292793320424	0.0077004748594763084	0.001775028956840838	7.0
1.0	-0.0052180313249939186	0.00039204712524903984	0.011605171036361106	5.2408878884630914	0.99831453862132957	0.011514942668769956	0.03276203671715866	0.010991743863284151	-0.0038350494934021166	6.0
2.0	0.0034133478188186211	-0.00040089639870431737	5.3271126855956863e-05	5.2432813843606638	0.99999510607391928	0.0080599128603867365	0.023706799202162072	0.0083183450540023768	-2.0805275879178936e-05	6.0
3.0	0.0011980223551345814	-0.0003646838923341833	-0.00075682118562918343	5.2271821063938253	0.99831453862132957	0.0069217421673800072	0.024127470092855589	0.006562016669220988	0.0015419009715895882	6.0
4.0	-0.0041784571290772593	-0.0008495992253982898	0.0046011044256440078	5.289667044061626	0.99831453862132957	0.0093293024400547958	0.030747083649647899	0.010256790129394094	-0.0017869569320893806	5.0
5.0	0.0013706065459885425	-0.0010752412103091497	-0.0017193091851572112	5.2654485765686401	1.0016785742323322	0.0036304276211246989	0.003211717842752683	0.0031640010776535499	0.00065889082420830943	6.0
6.0	0.00019995735106198564	0.00058947526866626188	0.0080607288301084296	5.2997783945349299	0.99557930605502465	0.00055399730795491209	0.024695228709424276	0.0047752892912539258	0.00026937290660403705	6.0
7.0	-0.0026943687621612394	-0.0024356454264894412	-0.019130943194091962	5.3383991652403786	0.99557930605502465	-0.0041043145478248388	-0.0060753998318471142	-0.0044987719539860416	1.0649570932234155e-05	5.0
8.0	-0.0067332742095241871	-0.0062893385491558096	-0.0060219416554034566	5.3570766467826365	1.0016785742323322	-0.010433882308475889	-0.0033087398013123132	-0.0030053739197618834	-0.00043328608943614166	4.0
9.0	0.0024499199576247521	0.00094204052244603598	0.03600151202334731	5.4101971522108938	1.0044324750173943	-0.009883888911278893	0.02108760118567389	-0.0073013956555221943	0.0010745933457425713	5.0
10.0	0.0022784778234313796	0.0003676259777023877	-0.013384915445666168	5.467511379461488	0.99999510607391928	-0.009115366534872188	0.0076494146131517657	-0.013718353551464613	0.0029854451914715645	5.0
11.0	-0.006985949490445495	-0.0016056072423939749	-0.0035710713599335364	5.5695886096958276	0.99999510607391928	-0.01035628988493198	0.0048351644388474127	-0.013120708543347417	-0.0023948970565799603	4.0
