time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY
87.0	0.00079062215945135961	0.00095689473249316315	0.0075379315447408057	6.1598039928363777	1.0034517548313977	0.0066187033641880166	0.010048001516267391
88.0	0.00085363785008085724	0.0029421568314694779	0.011389003941332132	6.1455821638529748	0.9999953016405736	0.0098588765995324401	0.027875189845654735
89.0	0.0058144212554395169	0.0028850369479753724	-0.001610620562019105	6.1619416702498002	0.9965529435280287	0.011980185967920054	0.016530135393127199
90.0	0.00094337192448668006	0.001758477239803935	-0.0029673225391281255	6.1658809167559756	0.9999953016405736	0.012879942689193125	0.010715558351080401
91.0	-0.0017627222454705826	-0.0014733289843829045	-0.01169757902444224	6.1856193367649306	0.9965529435280287	0.012090392917772919	0.00049962236196754439
92.0	0.0026230277433434424	0.0032764808142378143	0.021458078810625336	6.1680465498848021	0.9999953016405736	0.012500439762226145	0.0076451927452061419
93.0	0.0044260733118673956	0.0030418365030807637	0.0018002739502279708	6.1472185349820805	0.9965529435280287	0.013365545519948951	0.017302072862346862
94.0	0.00034412555450658022	0.00014930227953358077	-0.010690969162401864	6.1828335036556687	0.9965529435280287	0.013536856364211203	0.01521879695893491
95.0	-0.00022918403989413694	0.0010932093926979691	0.0076678882510392565	6.1506776150745637	0.9965529435280287	0.013673171024416009	0.015348753665233361
96.0	0.0015357207920995153	0.00099586987176825126	-0.0029946631436588156	6.1931227001621973	1.0034517548313977	0.011726884064714782	0.00096508658024241356
97.0	0.0033591492516718002	0.0026627955412172888	0.018275877455800393	6.1918243403246036	1.0034517548313977	0.011504642657956698	0.020851584598061912
98.0	-0.0020489676152553038	0.00057767519298246306	-0.010345324659063015	6.2040981825865931	0.9999953016405736	0.010323840611135227	0.013473582478127022
99.0	0.004693568019940475	0.0027369436142471448	0.0052125371339176718	6.2229819261988997	1.0034517548313977	0.014534113209765276	0.030383698636486933
100.0	-0.0021597918595547272	-0.00024760276180546548	-0.0038479653472185404	6.2754220371219009	1.0034517548313977	0.011010029633721996	0.0050776544786430566
101.0	0.0023474254966626695	0.0014176951546660543	0.003902167114071875	6.2481875738835342	1.0034517548313977	0.0093858882853072867	0.0071795476424869609
102.0	0.0010891656439422359	-0.00022595500364575027	-0.007461994321285137	6.2881520822470343	0.9999953016405736	0.0090106310021279556	0.010408522483603688
103.0	0.0016433026520071836	0.002223228201495453	0.00079313992978302661	6.2378644470210434	1.0034517548313977	0.010140649810925439	0.0035337741623474583
104.0	0.0012804325104521785	0.0015219633427389079	0.0080057553048258345	6.2050558309443478	0.9999953016405736	0.010666743281896096	0.014534192610832108
105.0	0.005264461721126934	0.0051661062980578043	0.0088845444917529104	6.182292762144578	0.9999953016405736	0.013170054038736612	0.0051428596467846255
106.0	0.0031974426037256753	0.002116956069788678	0.00036588453031505264	6.1976126273768912	0.9965529435280287	0.014709334915542827	0.015854068836162694
107.0	0.0012717570059259664	0.0014052635592026741	-0.0013067188324573653	6.2486960017445661	0.9999953016405736	0.013377654860498356	0.0093348128697876565
108.0	-0.0015611357241179791	-0.00015022426017929913	-0.00097152528072153022	6.2547130043019035	0.9965529435280287	0.013475033362124522	0.012211252936284667
109.0	0.00010344389252636699	-0.00091662224199395848	-0.0045219202061780317	6.2511464322587011	0.9999953016405736	0.011140715965464509	0.00378716561603476
110.0	-0.002738119406051065	-0.0020168951092938148	-0.012642378736688609	6.2626427024419025	0.9965529435280287	0.0093497758598164449	-0.0013932187993687117
111.0	-0.00025074745783282282	-0.0029657997230797539	-0.0045137705703175435	6.2269185671261473	0.9965529435280287	0.004160747935241238	-0.0067001292994692818
112.0	-0.0046300491729801552	-0.0016613996205016024	0.0083534274755909799	6.2176301504114315	0.9999953016405736	0.00097738497200072771	-0.0063524571287041365
113.0	-0.0027499421216203856	-0.0031527220343751106	-0.0081812056757347706	6.2379947665644924	0.9965529435280287	-0.0073414433604321871	-0.023418207296191818
114.0	-0.0024245151738359061	-0.0023904693676168876	-0.00046595287646966632	6.2204784300414637	1.0034517548313977	-0.011848868797837753	-0.024250044702976536
115.0	-0.0029413674542672075	-0.0028562421585230924	-0.0069248247734795543	6.2351526388937071	0.9999953016405736	-0.016110374515563519	-0.029868150643998725
116.0	-0.0013875591540829513	-0.0019353892706024389	0.0054914810518312818	6.2265067926763411	0.9965529435280287	-0.017895539525986659	-0.023405144311445913
117.0	-0.0061482497041335238	-0.0062728484624082759	-0.007385301900118546	6.2579764020009279	1.0034517548313977	-0.023251765746400976	-0.026268526005386428
118.0	-0.0038465064184194375	-0.0020602072784999814	-0.0015003842207440554	6.2048953707456693	0.9999953016405736	-0.023295077915607143	-0.015126531489441875
119.0	0.0032074688216164882	0.0022202200280708739	0.01239640521292984	6.1790378886533297	0.9999953016405736	-0.018109058164456515	0.0017836442938055086
120.0	0.00040392901065366971	0.0011096533965122557	-0.0064782515936243623	6.1758448280458156	0.9999953016405736	-0.015338005147442657	-0.013048034775409834
121.0	0.0049410030572993868	0.0025266985656425822	0.0098566509737229024	6.1494519458088117	1.0034517548313977	-0.0096585845474249643	0.0049898218740478395
122.0	0.0045247118129942976	0.0033640265358491073	0.0056266535474545076	6.1291408240464769	0.9965529435280287	-0.0039040886439589695	0.011082428297972013
123.0	0.00054624505998024375	0.0015680895437483189	-0.0019893336838506803	6.1842857506349533	1.0034517548313977	0.00052024305831244178	0.016017919387600887
124.0	-0.0010986034024687008	-0.00011934194442642099	0.0018624685697223864	6.2022805756247497	1.0034517548313977	0.0023362903844884597	0.012388906905491992
125.0	0.004562651226474479	0.0039240220708446349	0.0055501015445690305	6.1818596627447455	1.0034517548313977	0.012533160917741371	0.025324310350179569
126.0	0.0034680183449390389	0.0042760805093919885	0.0054570966096407769	6.1646447579497963	1.0034517548313977	0.01886944870563334	0.032281791180564401
127.0	0.0046100301383730224	0.0032030782403486002	0.0042195883072206897	6.1927395403463397	0.9999953016405736	0.019852306917911067	0.024104974274855251
128.0	-0.0022938027028791552	-0.0013600312349510979	-0.020116413847820924	6.2141769081669604	1.0034517548313977	0.017382622286447713	0.010466812020658689
129.0	-0.0016469352538202031	-0.00079908839861453362	0.0060506299049614132	6.2108003986421032	0.9965529435280287	0.014056835322190597	0.0066607909518971997
130.0	-0.0046645542933932971	-0.00381503759478663	-0.011194954131376278	6.2309196785431311	0.9999953016405736	0.0068777711915548601	-0.010160816726933586
131.0	-0.0018266137385337666	-0.0022889431948731609	-0.0045390862917109587	6.2451392381053594	1.0034517548313977	0.0030207384529333803	-0.012710569334793864
132.0	0.0021187416999697284	0.0012180535178355489	0.018751468768293589	6.2197726238209095	1.0034517548313977	0.0043581339151953502	0.0041784308637773382
133.0	-0.0019090645299156828	-0.00045512301413697109	-0.0075369266776316168	6.2615844126142353	1.0034517548313977	-2.1011169786255834e-05	-0.0089085973584233091
134.0	-0.00015892383132165566	-0.0011070639466170817	-0.00069718937824303495	6.2614583761769831	1.0034517548313977	-0.005404155625795326	-0.015062883346307121
135.0	-0.00093084856460012855	-0.0024056151687119609	-0.01029135517383728	6.2836493625175152	1.0034517548313977	-0.011012849034855887	-0.029573826827365091
136.0	-0.00084345324281287493	0.00039419132614593178	0.010283375395648497	6.2456226244808954	0.9965529435280287	-0.0092586264737588575	0.00082596241610433108
137.0	0.0026181978009890416	0.00077103144952539449	-0.0067905475874830978	6.1878971417906028	1.0034517548313977	-0.0076885066256189294	-0.01201521507634018
138.0	3.5670451683622595e-05	0.00054392377335343856	0.01187828765543264	6.2459891260482667	0.9999953016405736	-0.0033295452574788609	0.011058026710468738
139.0	-0.0015368191013225285	0.00010138663279002369	-0.0082315758210811385	6.1961486256816833	0.9965529435280287	-0.00093921542981567629	0.0073655371810985582
140.0	-0.0024586207608379151	-0.0014466082717142781	-0.0028947392458739118	6.2282716975387302	0.9965529435280287	-0.0036038772193655033	-0.014280670833068942
141.0	0.00025425108054544232	-0.00098400979933166433	-0.0065540325432195123	6.2028562511629799	0.9999953016405736	-0.0041327640045601965	-0.013297776698656838
142.0	-0.0030836614282799824	-0.002675009687194474	-0.0022610010990390395	6.2213387520956491	0.9965529435280287	-0.0057007097451375888	-0.014861588419452842
143.0	0.00098108919529815708	0.00017035026799483433	0.0092851378503545634	6.1782910700872513	0.9965529435280287	-0.0031247443084307935	0.0047149046047390009
144.0	-0.001383742364341356	-0.0025515432354606959	-0.011250374350180503	6.1977569677534357	0.9965529435280287	-0.0060704788700374213	-0.01681884514109
145.0	-0.0033221369141656076	-0.00073704309389521772	-0.0022354534751461985	6.1705525743741694	1.0034517548313977	-0.0075785534134580335	-0.0122637510287531
146.0	0.00073934258430374822	4.5854818295554267e-05	0.014982214421192963	6.2256997647013828	0.9999953016405736	-0.0080766223685159177	-0.0091598242629927773
147.0	-0.001763612356526445	-0.0024445423424047652	-0.014115176622556791	6.2070134813240321	0.9965529435280287	-0.010622551343710707	-0.01504342506446843
148.0	-0.0017427032379956353	-0.0025006383002360577	-0.0051732058230132827	6.1813167802985598	0.9965529435280287	-0.011676581372232486	-0.017321891641607801
149.0	-8.4832454448457995e-05	0.00050466905698076658	0.012497187259324471	6.1448698452316464	0.9965529435280287	-0.010187902515920055	0.0017293281609361832
150.0	-0.0019505611974721671	-0.0018595126848185428	-0.015500435449843808	6.1573814481732825	1.0034517548313977	-0.0093724055135441242	-0.011510106189868585
151.0	0.0015221968373436701	0.00064373927253402741	0.019464778594922683	6.1773439262510657	1.0034517548313977	-0.0088990165090049311	-0.0013304654453004661
152.0	-0.0014922577147813421	-0.00068860717332841492	-0.0065439663647193225	6.2244191755950853	1.0034517548313977	-0.0070360804468726501	0.0033759425401607146
153.0	-0.0037221915065250855	-0.0030323456015013406	-0.0051291377850527509	6.2661983501300531	0.9999953016405736	-0.009331382954478773	0.00048225823025416226
154.0	-0.00094754766924520784	-0.0012254516703409379	-0.0088261254269164091	6.2016399610291577	1.0034517548313977	-0.010602689443115265	-0.02332608161785521
155.0	-0.0010458005401865478	-0.00032400150909495107	0.011071961100094341	6.1677727398456703	1.0034517548313977	-0.008482148609805451	0.0018610561047959218
156.0	0.0026854300876237858	0.0015014988718046185	0.0084617373831719078	6.2380200015610106	0.9999953016405736	-0.0044800114377647748	0.015495999310981112
157.0	0.001590128537054758	0.0012163321533379401	-0.0024183921309349765	6.2127979181258848	0.9965529435280287	-0.0037683483414076013	0.00058041992072166426
158.0	-0.00359810098071911	0.0001056231117481099	-0.010145374777477345	6.2461544266946198	1.0034517548313977	-0.0018032125448409486	0.0059354805930881271
159.0	0.0051671121078887827	0.0012030870267795146	0.0083824723263511425	6.2557304562982887	0.9965529435280287	-0.0012438647905954614	-0.005146825675483413
160.0	-0.0019755156638150417	-0.00077181667513792629	-0.0057759569723430104	6.2088934442664732	0.9999953016405736	-0.0013270742924049728	-0.0043788162831071009
161.0	0.00087435931705059922	0.00038575825977305023	0.0028527595506381287	6.2546177359203883	0.9965529435280287	0.002091029568869418	0.0036030810525837786
162.0	-0.0010879291788165046	-0.0012781964991074313	-0.004444233589696811	6.2489293259158964	1.0034517548313977	0.0020382847401029247	0.0079849728898033767
163.0	0.0011187259582586817	0.0039115379608479772	0.013183349337819505	6.2250298949940968	0.9965529435280287	0.006273824210045853	0.010096361127528541
164.0	-0.00022188006890244694	-0.0012598546788085141	-0.011190041913683224	6.2606330019109393	0.9965529435280287	0.0035124706594327204	-0.0095554181693265905
165.0	-0.0024568011844511295	-0.003271589104702266	-0.0092644771100177659	6.2804344268698626	1.0034517548313977	-0.00097545059860748573	-0.01640150314840938
166.0	-0.0010740397649187106	-0.00064126663675545537	0.0071910188306606448	6.2778820389464869	0.9965529435280287	-0.001722340347111051	0.00093489045972861007
167.0	-0.0021111321826934315	-0.00311736767800741	-0.012933269722909868	6.2491959331094629	0.9999953016405736	-0.0060427950518979756	-0.020380851589532401
168.0	-0.00099562089394289455	-0.00025047244789999645	0.012814866506694611	6.2123270482417157	1.0034517548313977	-0.0055214508246600458	-0.0017900281104947791
169.0	0.0014840167814892391	0.0026135786276640927	0.0025617120626200141	6.1755478388406493	1.0034517548313977	-0.0032936304567690033	-0.0020810755985128937
170.0	0.0016047764722679769	-0.00058923237808838902	0.0068714064977107858	6.2442719736832979	0.9965529435280287	-0.0026046663357499611	0.0092345644888947032
171.0	0.00050483711419457844	4.4166387185851086e-05	-0.0041101458610244279	6.2591162747509426	0.9999953016405736	-0.0064720379094120872	-0.0080589307099492302
172.0	-0.00035748921602385408	0.00014845684488995481	-0.011948342076746332	6.2417302873490508	1.0034517548313977	-0.0050637263857136183	-0.0088172308730123383
173.0	-0.00047736148848431803	0.00072868167638517889	0.014249519139357236	6.2604110720809718	1.0034517548313977	-0.0010634556046261734	0.014696765376362664
174.0	0.0036269963586686993	0.0032002193475485496	0.0061547239538304321	6.2438749389099462	0.9965529435280287	0.0027780303796778316	0.013660470499532451
175.0	0.0042942711114116738	0.0035300427815073698	-0.0044392838103380905	6.2061256594516605	0.9965529435280287	0.0094254408391926114	0.022154456412104229
176.0	0.0038033916080058017	0.003751670142815855	0.0089118843610468401	6.2251345662190802	1.0034517548313977	0.013427583429908463	0.018251474266456458
177.0	0.0025162122246851215	0.00213502508592045	-0.0063329303632171374	6.2645951067397219	1.0034517548313977	0.01294902988816482	0.0093568318406193063
178.0	0.00060773413446435498	0.0018365686922841018	0.011042525636421496	6.2425682344453364	0.9999953016405736	0.015374830958537311	0.013527950979330017
179.0	-0.0021519211219006573	-0.0010881849348556294	-0.0097558357640239457	6.2835908539857632	0.9965529435280287	0.014242479636495831	0.007882261076330499
180.0	0.0024288133678633805	0.0017281887418744146	0.011144324505283354	6.2634638835883329	1.0034517548313977	0.01582221153348029	0.030974927658360185
181.0	0.0043296788686906229	0.0031843748766288149	0.0028311669897541636	6.2424420004988548	1.0034517548313977	0.018277904733723926	0.019556575508757112
182.0	0.0028885638972022676	0.0026901715940738091	-0.00020642831804729145	6.2567854670402774	0.9965529435280287	0.017767856980249186	0.013195423236879389
183.0	0.004071224766014514	0.0026726122944178421	0.00011761231935691896	6.2643019452230062	0.9999953016405736	0.016910426493159658	0.017752319366574398
184.0	-0.001955189426189774	3.5317679266122504e-05	0.0047802868905659768	6.3280623059346199	0.9965529435280287	0.013194074029609926	0.013620721896093535
185.0	-0.0004774804683543854	-0.00059781839504202683	-0.0079477945434156538	6.3286008518812134	0.9965529435280287	0.010461230548647449	0.012005857715895019
186.0	0.0017817327252657167	0.0021801549318951619	0.0069506365628346778	6.2984203660180897	1.0034517548313977	0.010804816788258509	0.0079139686423082001
187.0	0.0019456293052230178	0.0021613415292582872	0.0064156720490067265	6.3233169208398676	1.0034517548313977	0.014054343252372425	0.024085476455338872
188.0	0.0017023964747870934	0.00058100920868553452	-0.002142208781929944	6.2972291899693049	0.9999953016405736	0.012907163719183545	0.010798943168125574
189.0	0.0036025820632644701	0.0040070330445360902	0.0078646100225219229	6.2816263014994922	0.9999953016405736	0.013729821887090821	0.015832386200893334
