time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A
0.0	-0.00046557204219765946	0.00099559226649725829	0.0077604353999277675	6.2741203527849709
1.0	-0.011316365903743963	-0.0059566652700820955	-0.014752388707767183	6.2596277964114524
2.0	0.0038847846737126712	0.00024077018605184186	0.0020844893397529152	6.2069934226515713
3.0	0.0065648677839558189	0.0050719051205865284	0.0082814820212236961	6.2487699818595539
4.0	-0.0085489961872455833	-0.0053687052209141495	-0.0046948724514079831	6.2064026196714561
5.0	0.0065808803544422645	0.0042441907901988873	-0.0016345219622382334	6.1915495276208379
6.0	4.7486800408114149e-05	0.00041962053228417062	0.0079535388318369149	6.2394174346993871
7.0	-0.0064429277509338023	-0.0061957512384407387	-0.016885195739915648	6.2592741975640145
8.0	-0.00638895498383385	-0.0059648321732020948	0.0044781927552177692	6.2205389066185388
9.0	0.0072544875032707345	0.0058139047314088588	0.0014435782220224569	6.2133467496429011
10.0	0.0028181356090060117	0.00099256508637912688	0.0074936509017053954	6.266406712879359
11.0	-0.010034973678281767	-0.0048947561194789824	-0.0050072287420037664	6.3195536002911314
12.0	-0.0021827980037579797	-0.0069086803840705535	-0.011375034738986489	6.3174269237985614
13.0	-0.0026329396382023251	-0.00073711468084081133	-0.0022167998239274178	6.3550526790692654
14.0	-0.0074829173298798235	-0.007996221144994653	-0.015604822186887524	6.3290143463879751
15.0	-0.0037347333949027117	1.5312914680598588e-05	0.0066229174289209602	6.3203419457062378
16.0	0.0021716278354926288	-0.00084345745723368726	-0.0057831779033463704	6.3422690126654695
17.0	-0.0030488789559764973	-0.0062480858507927284	0.00052319513609977442	6.3384318823782282
18.0	-0.0062976166502435316	-0.00021798162920294573	-0.0012176008614231959	6.2883964575918645
19.0	0.00087971598288827391	0.0030085454279908941	-0.003243729164845166	6.3089123029737051
20.0	-0.0041813933009722248	-0.0047370129939658945	0.0056049650192734335	6.3132415900797199
21.0	0.0057272837490066619	0.00096322447479635365	0.00034771573777658826	6.315946200187911
22.0	0.005460232688136113	0.00043667421377679982	0.005190642218702135	6.2877092443646987
23.0	0.0035398923458953568	0.0065301715468779609	0.0041091584802600556	6.2532764563402683
24.0	0.0075315262971491492	0.0062301008109294509	0.0057472040431360005	6.2178034901463208
25.0	0.0019855715052370382	0.0057160185202284053	0.0059995763940901004	6.226142874525169
26.0	0.003395612686346694	0.0003162585929310513	-0.0071189544230914059	6.2578688993328582
27.0	-0.009622205318390642	-0.005664700061593031	-0.0017587832405480119	6.2138388715050121
28.0	0.0088245656831017483	0.0067276743012230078	0.0071730039194641826	6.257018771290852
29.0	-0.0083695037108807435	-0.0062819316109405943	-0.0053100196374941122	6.2597802582593456
30.0	-6.2768347149022574e-05	0.00060578812959011241	-0.0008164427858460277	6.3020796019154695
31.0	-0.0042564898284568331	-0.0058734412739831487	-0.0083462994134295698	6.2512377164726836
32.0	0.0051038171761879081	0.006547301638729186	0.014950639113741393	6.2228702833833616
33.0	0.0096469919035833129	0.005415961521940349	-0.0017320592091865095	6.175873736311698
34.0	0.0024833884938504358	0.0051232194918890972	0.0040923343510544941	6.1689503155039036
35.0	0.00042945015788187213	-5.7037663565684404e-05	0.0025006951423174328	6.2114440589980093
36.0	-0.0078949626195325973	-0.0061456591967777863	-0.0046331331791972241	6.2582568732349948
37.0	-0.0017282316892922589	-0.0055075928599905843	-0.0065147630659162514	6.3027153561980631
38.0	-0.0099648053829791694	-0.0052505353183102121	-0.011831506685996973	6.2864901092524335
39.0	0.0018999068817724396	-0.0014007740143233693	-0.0045284948419558324	6.3054000151207479
40.0	-0.0073781051905181805	-0.0049809443713619839	0.0074643896835290269	6.3575040522793334
41.0	-0.0075656267346732031	-0.0061702437975843516	-0.011874877527540684	6.3507996853607951
42.0	0.00097401800318575038	-9.3086303882161658e-05	0.0074003531161398461	6.3202120424447941
43.0	0.0048426373243315446	0.0055900527974962477	-0.005428030056719213	6.3478351137387747
44.0	-0.0036036122714716567	-0.0050068949188972756	0.00021459083545094515	6.3456221702339626
45.0	0.00061840297108572972	0.00091817770374724716	2.2836980517082495e-05	6.3410318871137106
46.0	0.0014139734814202498	-0.00013017638933265907	-0.0013029064862752904	6.2897647973060007
47.0	0.0055034571345955463	0.0049036764685396195	0.0024797023190537004	6.2756834598857951
48.0	-0.0025021730879859483	-0.0008127792730353578	-0.0030911106202703431	6.2125826647700624
49.0	0.004719195262024134	0.0044311032676163098	0.010289906117104786	6.250920487397039
50.0	-0.0043931604508943289	-0.0051399728194049255	-0.0026992704214279239	6.296016884493751
51.0	-0.0090899223259978124	-0.007124562332716522	-0.012644212520519504	6.2832799565864006
52.0	0.0018814402750571002	-0.0010774561979418618	0.0065785210029533081	6.3342947669674654
53.0	-0.0039794995456682303	-0.0042973450565751969	-0.0068137086849210382	6.2915469645832331
54.0	0.0015875455379137371	0.0031016658230271776	-0.0030386116681720976	6.3196309876218395
55.0	-0.0022309727476549357	-0.0074257665406763929	-0.002708676346834693	6.3604084827141971
56.0	-0.0092041486263220174	-0.0057018430942308296	-0.0098904872896941054	6.3027909442284926
57.0	0.0061582545178073822	0.0085995791964101898	0.013447288729825146	6.2582500082827561
58.0	0.0046265964567632212	0.0052190873761469581	0.0031755101400738894	6.251670293251423
59.0	0.00078855024496660153	0.00048034580479605626	0.0088540994721956201	6.2241458273381696
60.0	0.0037518124482607274	0.0043908634353594378	-0.0032306964998253251	6.2195581294972344
61.0	0.0034116911953318008	-0.00045399082818176062	0.0055192549385059131	6.2738422575838273
62.0	-0.0091873006797166257	-0.0048567423789802611	-0.014853102744762037	6.3019606465881468
63.0	-0.0030231798212808636	-0.0044852457991717554	-0.0021733937449353036	6.2928362213805658
64.0	-0.00029518060429623016	0.00076736637275842678	0.0056560947667214645	6.3402070154345127
65.0	-0.0026742859206104752	-0.0064094886919112692	-0.019354390190118309	6.3535262242133363
66.0	-0.012399292664840966	-0.0065558000628714863	-0.0035431837945906208	6.2875371002268752
