time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	MrkvState
0.0	-0.0033011635017472507	-0.0003711627328586431	-0.0049608590824656851	7.0398619619029397	19.0
1.0	-0.013425608613610862	-0.0026780651072484396	0.017608487276777218	6.8749398177376637	18.0
2.0	0.0067621599462666104	-0.00054500269598545259	0.0044347422687014415	6.6789671000034998	18.0
3.0	0.010374206517638651	0.0073804420754308708	0.0015155107051256778	6.5603639927732029	18.0
4.0	-0.0080106298722042446	-0.0016333491508024878	0.011652593515759868	6.3937323140631612	17.0
5.0	0.0088311758658221606	0.0041455274557522515	0.0044088320388855351	6.2736665000801466	17.0
6.0	0.00052081710398343972	0.0012670385344129009	0.007724726485016653	6.2146219238263924	17.0
7.0	-0.0046399473241689471	-0.0041442964467517385	-0.010764176454884478	6.1423637345846682	16.0
8.0	-0.010251607408384711	-0.0094011348408167272	0.0013444079144453447	6.0158420131024544	16.0
9.0	0.015655164725469017	0.012766435097948392	0.032584832040575495	5.9808080388987523	17.0
10.0	0.011381943229268554	0.0077212166408022753	-0.010546180828918228	5.9370267085125157	17.0
11.0	-0.01289610714772893	-0.002588682233279016	0.00085982543311935444	5.902592034279488	17.0
12.0	0.0066560516224374311	-0.0028205273807557774	-0.0092254340542869961	5.8105917906155486	17.0
13.0	0.00075498336728152537	0.0045565877109496888	0.012960280155009052	5.7814615173172141	17.0
14.0	-0.0014277499521306858	-0.0024570527923448715	-0.011918917883610103	5.6915926849778202	16.0
15.0	-0.013151514235598238	-0.0056317312070484071	-0.0042436955352567196	5.6064517565173491	16.0
16.0	0.012429328301263531	0.0063833263743182656	0.039809316748182333	5.6508252738446503	16.0
17.0	0.0077681467399819404	0.0013529348395366902	0.00053179308478501497	5.6540249082692631	16.0
18.0	-0.0075970983086826038	0.0045940941398399104	-0.016814545826198568	5.5602557579266021	16.0
19.0	0.0032711192751975204	0.0075399560335731586	0.01136071066603872	5.5539951350878516	16.0
20.0	-0.0002944938143722986	-0.0014086505987900289	0.013361056572391394	5.5498073076781864	16.0
21.0	0.011613180546306889	0.0020600472994818375	-0.018842951540796626	5.4889705241378781	16.0
22.0	0.012561903185930756	0.0024884089835048862	0.0067638637421159054	5.402514536231724	16.0
23.0	0.0055998195397322093	0.011596079033571627	0.033914991189617716	5.377262210733214	16.0
24.0	0.01100590003122015	0.0083962156496730778	-0.019710358120011318	5.2767818286749213	16.0
25.0	0.0017226509805374768	0.009203132509671974	0.0077269173717597894	5.2094683729456941	16.0
26.0	0.0091176140010138518	0.0029427370157919519	0.017414377739571663	5.216994451317464	16.0
27.0	-0.0098440809655846451	-0.0019082907356313683	-0.0060947522749059679	5.1417842853203855	16.0
28.0	0.011472864568239149	0.0072680716338506812	0.012925757956030459	5.1492913094508657	17.0
29.0	0.0033915211720914051	0.0075776266097467015	0.022385813803860621	5.1617357110651483	17.0
30.0	0.0051699294055254086	0.0065105527558455556	-0.0013238677271671939	5.1883555695859274	17.0
31.0	0.005391250894339894	0.0021488578585566742	0.01014203246216816	5.1654546688894261	17.0
32.0	0.0075649763900629274	0.010459524634881756	0.00084790282576241438	5.1165814400725242	17.0
33.0	0.019690116265279389	0.011205839584254917	0.014168633099260752	5.0725368774103394	18.0
34.0	0.0087234434159459973	0.014016966401665609	-0.0069266186762497739	5.0072016974050664	18.0
35.0	0.0046925312993688628	0.0037170012495217897	0.0066494343454475136	4.984432588350777	18.0
36.0	-0.0029062786738696111	0.00060151325835233749	0.01206755945061122	4.9927859739501175	18.0
37.0	0.0062203886224905247	-0.0013581780521532139	-0.0039326266842509838	4.9941153151626407	18.0
38.0	-0.01072197138822828	-0.0012686779892359112	-0.0037864555091120522	4.9543161013432817	18.0
39.0	0.015950410636497825	0.0093317179228393776	0.032167656940608413	5.0117491817310498	18.0
40.0	-0.0086301147426590674	-0.0038232063056806709	-0.024341544249360414	5.0125497726855697	18.0
41.0	-0.0040122472663752795	-0.0012141546396695624	-0.008814127640421443	4.958407226183617	18.0
42.0	0.0062086194160051456	0.0040688077455532934	0.010344073983633795	4.8876585595231949	18.0
43.0	0.011830854381204681	0.01332960979017539	0.026243305434658915	4.9200838409584247	18.0
44.0	0.00055880120059992322	-0.0022551323258750422	-0.020030430730255677	4.8739825824899823	17.0
45.0	0.0014980257605059499	0.0020991492563133818	0.022613704871484952	4.8836723878964223	17.0
46.0	-0.015616192996408707	-0.018712600622616371	-0.030640323212009601	4.8274087834222392	17.0
47.0	0.010154725942257414	0.0089520153352085075	0.0061983388192579092	4.7976429503479396	17.0
48.0	0.002733230537333764	0.0061208886859112077	0.018975238542599193	4.7689297336066954	17.0
49.0	0.011189263223632562	0.010611566547015006	0.0086501027870156122	4.7975657354550316	18.0
50.0	0.006896472397277531	0.0053989263643430263	0.0062992493116746928	4.8287970332815018	18.0
51.0	-0.0033607945975964171	0.00058024492628883095	-0.0090249261450110474	4.8047726252123661	17.0
52.0	0.0068131072898096612	0.00087977803357253137	0.0047707793515159302	4.8242842789437752	17.0
53.0	0.00052076186210170405	-0.00011659807463049177	0.002973862135316363	4.785613333648632	17.0
54.0	0.0080083755145925473	0.011044566292846003	0.015492602063548411	4.8252569533426835	17.0
55.0	0.0099446702421688293	-0.00047219370475160005	-0.0014948318289302875	4.8622583714392347	17.0
56.0	-0.0078086053946311296	-0.00078560473628908056	-0.0042903515984615836	4.8229402137840074	17.0
57.0	0.0021976132860235253	0.0070930813335574605	0.001480651017034873	4.7692925521862239	17.0
58.0	0.0094309462971171598	0.010619039134468267	0.013797481848984106	4.7573183047461587	17.0
59.0	0.005840150365522323	0.005222123192739403	0.0093252135086228094	4.7235221956099114	17.0
60.0	0.0095539399635220512	0.010835397409762582	0.010577747936689086	4.7219109917092297	17.0
61.0	0.013730216673131679	0.0059785550470068394	0.0060774409864992052	4.7532453882931476	17.0
62.0	-0.0084436166469394891	0.00024023846461052045	-0.0025296951752484809	4.7987791247407454	11.0
63.0	-0.029362666198097909	-0.032294475039782888	-0.0097405072622005484	4.8735287070579032	10.0
64.0	-0.0054502185917826296	-0.003319545510580113	-0.00035356584729528961	4.9901554680722056	10.0
65.0	0.0041835798813014691	-0.003306438131553957	-0.0047441841225825954	5.1040491224676217	10.0
66.0	-0.014139041786083606	-0.0024213740912997217	-0.0024669662580305562	5.1513159775303317	9.0
67.0	0.0051261652823244575	0.00010554291167386154	0.0021852608440644516	5.1993973151107795	10.0
68.0	0.01531958566077396	0.014175775010206504	0.009454611182526218	5.3079941644449411	10.0
69.0	-0.0028909646358168395	-0.0049887782529034475	-0.0081337075085472499	5.4090586333171293	10.0
70.0	-0.0032522091742155368	-0.0039251383158007691	-0.012570279792514238	5.4495064756025888	1.0
71.0	-0.067722690540348296	-0.064505610898967003	0.01368755428609969	5.7634310469964216	2.0
72.0	0.0074851991681774699	0.0017571373790459255	-0.022641790146634921	6.0186911161889922	2.0
73.0	-0.0097024085794106263	-0.0064966157702701643	-0.0071795413665247665	6.1905838381614444	2.0
74.0	0.016114769544935736	0.0058796346902223462	0.0074528966967650767	6.4558989536009195	2.0
75.0	-0.026333314744000802	-0.0074310588930881494	-0.020005641260326446	6.6915159418502563	2.0
76.0	0.0023969377767882882	-0.0077242164132780289	-0.012012663250606792	6.8245595688723144	2.0
77.0	-0.0043195457231206547	0.0035995520046410157	0.0076633895875368729	7.0117358277869615	3.0
78.0	0.009420287400548677	0.0082454312545201525	-0.004950312742379559	7.1660768589103014	3.0
79.0	0.010625412846249738	-0.002605750875056323	-0.0058835069094249626	7.3126856947715959	3.0
