time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY	Delta8LogC_me	Measurement_Error
0.0	0.007964154575945237	0.0095207911792161148	-0.008210213587672488	23.578071789996709	0.9999953016405736	0.024625135779355212	0.0049837896614042254	0.026617842177071083	0.0018066133859899491
1.0	-0.0091603231773549343	-0.0034504203695149283	0.027637059039701928	23.617221584628322	1.0034517548313977	0.021746406294580245	0.026299355310769101	0.025206930527331695	-0.0039032894218499741
2.0	0.0046359918462568483	0.00075387790425329726	0.0028389849780567911	23.662173090746297	1.0034517548313977	0.023879227504089551	0.033287362873910098	0.021200463270398595	-2.1175479846500787e-05
3.0	0.0030638768127786431	0.0014733641542854503	0.030230544329528319	23.624495685503749	0.9965529435280287	0.024561061933242145	0.056876277963588073	0.027639276040307692	0.0015693371786466227
4.0	-0.0019204298592554458	0.0014676609240906746	0.0026381061376026249	23.917445270941393	0.9965529435280287	0.021314479571501455	0.020893304691431691	0.019105419970121273	-0.0018187536046994665
5.0	0.0071617843795099834	0.0046724158091600021	-0.017984294819308966	24.149040024107538	0.9965529435280287	0.022258664902474079	0.025430528994985435	0.02361443915372341	0.0006706149656506245
6.0	-0.0086175786436724078	-0.0082211297399434891	0.005908519984345828	24.422398885473836	0.9999953016405736	0.0064693735396330609	0.021890307947961762	0.010807226892614263	0.00027416606192160869
7.0	-0.00048085058972935357	-0.0002175235945884868	-0.059727636150212593	24.195384342268849	0.9999953016405736	0.005999036266958635	-0.016668930087958556	0.0020832851173200329	1.0839066780896946e-05
8.0	-0.00056080948451553425	-0.00010897454207769997	0.034859484603961155	24.065173162939271	0.9999953016405736	-0.0036307294543351798	0.026400768103675087	-0.0072198853802190044	-0.00044099587565700856
9.0	0.010804203589789951	0.0092694933184143125	-0.0079762653362887015	23.888644624639468	1.0034517548313977	0.0090891842335940609	-0.0092125562723155419	0.0059479538823437039	0.0010937143957186343
10.0	0.0057339028996274966	0.0037890498256349936	0.022428748694776512	23.764359185553293	0.9999953016405736	0.012124356154975757	0.01037720744440418	0.011889768582334925	0.0030385674697111318
11.0	-0.0021487360189020865	0.0033273427172086922	0.034222932685791685	23.727127788490403	0.9999953016405736	0.013978334717898999	0.014369595800667545	0.0089781923487539661	-0.0024375112663997203
12.0	0.0011372907783664399	-0.003897380170117426	3.9327017598234093e-05	23.864048615005672	0.9999953016405736	0.0086132936236908986	0.011770816680663154	0.0085503250182152879	0.0025971596820841309
13.0	0.0051091786483066226	0.007128876573079701	-0.0086806188060564171	23.79230229001422	0.9999953016405736	0.011069754387610597	0.021074492693915703	0.011823104324640399	0.00057746175731116932
14.0	0.00088823321825981516	0.00034139019557466455	-0.03180374840186273	23.960962847516974	1.0034517548313977	0.019632274323128751	-0.016637775692292855	0.01619059912484877	0.0011243047799962152
15.0	-0.0022279657314812074	0.0017671081385288723	0.043611352803414549	24.081710246721652	0.9999953016405736	0.02161690605624611	0.086701213261334287	0.018919979768829753	-0.0028707690900138466
16.0	0.0013975861712747228	-0.0018145044202575455	0.010186954842973162	24.404233805484257	1.0034517548313977	0.019911376178066265	0.062028683500346293	0.019632908649091174	0.00034132150151839529
17.0	0.0061906886199512012	0.0027824459437009175	-0.029511069420713243	24.299967925109442	0.9999953016405736	0.01342432880335287	0.040493879415921752	0.013669999686387602	0.0037495641777686426
18.0	-0.0037516647246478296	0.0027252128940866704	0.010407356606750184	24.385361044396792	0.9965529435280287	0.012360491871804546	0.028472487327895424	0.01421923952163473	-0.002727313440965834
19.0	-0.00012857882577188562	0.0021393480710516499	-0.034149789731393598	24.370147063482673	1.0034517548313977	0.011172497225647504	-0.039900235089289859	0.014093995988242236	-0.0049952403377892815
20.0	0.003290159172348206	0.0026982353575757401	-0.0032153215085910514	24.507147260342997	0.9965529435280287	0.01776811275334067	-0.043154883615479145	0.019404372149048665	-0.0044033165230167818
21.0	0.010011524342133038	0.0049361820262425748	0.07366210849688648	24.501384538259554	0.9999953016405736	0.015575418206503544	0.039187843687463753	0.013101607509064195	0.00067202579287364568
22.0	0.0053801838394389456	2.8386677869862709e-05	-0.044628278735513005	24.536408042985276	1.0034517548313977	0.015262414688798742	0.026363313353813478	0.013938238912927225	0.006023822954442753
23.0	-0.006504914071296275	-0.0033192503984635913	0.0033402385765788356	24.589957822991806	0.9965529435280287	0.010176056151806279	-0.013907800873022236	0.011909594465888018	0.0028381592816099613
24.0	-0.0045601216563673219	-0.0059465821223285698	-0.021819138915048608	24.769417480531597	1.0034517548313977	0.0060439784497352544	-0.045913894631044005	0.0045222471467469827	0.0042246197475713102
25.0	0.0069654539330386012	0.010939647892980631	0.056359725426358809	24.908834243120936	1.0034517548313977	0.014201180399014968	0.039956900216028046	0.010757870656478152	0.00025042578762924289
26.0	0.01083296722530358	0.0075524085176217337	-0.02026404703268847	24.968397506434084	1.0034517548313977	0.019028376022550031	0.0092854965765893915	0.017667288885032661	0.0035309844953109754
27.0	-0.0022683656052533419	0.0019477225538331311	0.0022263405063758235	25.02887912053033	1.0034517548313977	0.018836750505331512	0.045661626814358813	0.014080300772537635	-0.00068510366377534703
28.0	0.010015009831748634	0.0077811078272360668	0.018205760198965804	24.94738188727052	0.9965529435280287	0.023919622974991839	0.067082708521915668	0.019985605752142588	0.0015487983407372319
29.0	0.0024415958630579215	0.0046655696649067213	-0.0046655767545524807	24.839297708027413	0.9965529435280287	0.023649010613655985	-0.011244976729523293	0.022606537479150646	-0.00067517546111159181
30.0	0.0012219080179132202	0.0019341478918637467	0.013505093011935365	24.936479276007312	0.9965529435280287	0.025554771827649869	0.046888395017925077	0.02498737611376467	-0.0013874153350621854
31.0	-0.0012156650401311531	-0.0029382678924183558	-0.035935530550210926	24.939089527026926	0.9965529435280287	0.025935754333695105	0.0076126258911353162	0.024320058844536474	0.00033518751722499322
32.0	0.00019976056341319826	0.0017375621215771631	-0.05236134811025539	24.622864432595652	0.9965529435280287	0.033619898577600837	-0.022929583304071466	0.033217482459017678	-0.0012026140409389769
33.0	0.00024836670332906152	-0.0042591186783111912	0.042919850070622267	24.776479728221226	0.9965529435280287	0.018421132006309016	-0.036369458659808007	0.021775679349643529	0.0033048713407012424
34.0	-0.00043051001589589077	0.0023818072119090594	-0.022321254544004576	24.521739364151383	0.9965529435280287	0.013250530700596341	-0.038426666171124113	0.016492036495850515	0.00049255411289646689
35.0	0.0020409016539661984	0.001522626778646341	0.09152394477084469	24.522506769928174	0.9999953016405736	0.012825434925409551	0.050870938093344753	0.013037034378693635	0.0010108289882163554
36.0	-0.0016263349141827366	0.0002372677770978715	-0.062076163970230969	24.683773065070003	0.9999953016405736	0.005281594875271356	-0.029410986075852019	0.011148967681851252	-0.00085277370306433931
37.0	0.0026848887689632228	-0.0013414153915487503	0.031013425824024665	24.938204866732505	1.0034517548313977	-0.00072539018118411569	0.0062680165027251267	0.0037320204372712773	0.0031735304574475108
38.0	-0.00046607030836876007	0.0045562295772085815	-0.016149568221143662	25.135396940874212	0.9965529435280287	0.0018966915041607191	-0.0233866447303539	0.005904053561040401	-0.0018487694281297568
39.0	0.0030989854841840803	-0.00041736149199467221	0.00028061491244235626	25.162051360516472	1.0034517548313977	0.0044175979045844027	0.012829500732299381	0.0066368191257231146	0.0016675775480490976
40.0	-0.004420004178126824	-0.0018662131685733829	0.041760510515130411	25.316268411933667	0.9965529435280287	0.00081382261443385673	0.10695135935768518	0.0035998936665893044	-0.00088621346150433806
41.0	0.0041547438737030706	0.0056413009587115148	-0.035290592555327738	25.350792303309447	1.0034517548313977	0.010714242251456563	0.028740916731735178	0.012793340002305031	-0.0023727705465129635
42.0	0.0033508426383339618	0.0022140138682873456	0.0063469774007403057	25.222651014067267	0.9965529435280287	0.010546448907834849	0.05740914867648006	0.010073620189490873	-0.0012359417764661884
43.0	-0.0035112449582490601	-0.0027149934508341467	-0.0077477475088874037	25.429062952715125	0.9999953016405736	0.0063088286783543612	-0.041862543603252034	0.0088532476733196308	-0.0020321932838811597
44.0	0.003587454067091711	0.0020924811056532988	0.015135636176390799	25.675366959568628	0.9999953016405736	0.0081640420069097885	0.035349256543369734	0.0073498692681310818	-0.000537220322442797
45.0	0.0034196102215844348	0.0037389721980711776	0.013019486419606041	25.951890069002342	1.0034517548313977	0.013244429596529717	0.01735531713895111	0.014957800533486276	-0.00085658229892950717
46.0	0.0022800749860532044	0.00063503055439939615	0.0080669158072737002	26.073283707158954	1.0034517548313977	0.0093232305737205312	0.041571801167368472	0.01042715988467946	0.00078846213272441216
47.0	0.0016677014604034035	0.0010287312000696325	-0.011595364263001118	26.337718604087176	0.9999953016405736	0.010769323265784836	0.029695821991924998	0.013187565784551269	0.0014274323930580431
48.0	-0.0020970045311952124	-0.00029722593405678843	0.0078716776763594343	26.446478052393271	1.0034517548313977	0.01233831050030143	-0.0041930108468459792	0.010325012657709243	-0.0003723462040803363
49.0	0.0046611843803461284	0.0043542684907806883	0.0067315823138576203	26.746749559611342	0.9999953016405736	0.011051278032370604	0.037829164022339379	0.0096413779102106911	-6.5430314514784525e-05
50.0	0.005229978795678214	0.0044343697997004661	0.0027053906630696289	27.045053644743625	0.9965529435280287	0.013271633963783724	0.034187577284668702	0.012058222321552403	0.00073017868146280529
51.0	-0.012091453043463263	-0.009997676672153899	-0.018316489707469907	27.31938681537947	1.0034517548313977	0.0059889507424639721	0.023618835086086198	0.005679318224739438	-0.0013635976898465575
52.0	0.0051081294190091775	0.0019558990177113156	-0.021585228362010156	27.335086716605897	0.9999953016405736	0.0058523686545219888	-0.013102029452314756	0.0045424656134902541	0.0017886327114512806
53.0	-0.0059884243711822993	-0.0063270378683220052	-0.0091826233396195001	27.531322134611489	0.9999953016405736	-0.004213641411871194	-0.035304139211540297	-0.0068256404496829237	0.0021272462085911701
54.0	-0.0060828079251271649	-0.004469755208511339	-0.039507039294956581	27.625277619176298	0.9965529435280287	-0.0093184271747819292	-0.082878094313770578	-0.011896094728448325	0.00051419349197516365
55.0	0.0010702930809340927	-0.0044639278937654847	0.033172546769194788	27.640191205525429	0.9999953016405736	-0.014811086268617046	-0.038110183281574672	-0.016967530430487709	0.0060484144666747459
56.0	0.0017980676145794572	0.005529213355444762	0.022728831985468378	27.51699519592286	0.9965529435280287	-0.0089846469791154959	-0.023253028972465728	-0.0075458310819243035	0.0023172687258094142
57.0	-0.0055582414421790904	-0.0029574009120842959	-0.08389551360714087	27.536272246041548	0.9999953016405736	-0.01629631638198048	-0.11388012489346422	-0.016223307177792412	-0.00028357180428536393
58.0	0.0049183120480795761	0.0055495162505982965	0.087486700761287839	27.41702331714216	0.9965529435280287	-0.01518116993108265	-0.029098814795246009	-0.016478418428744535	-0.00091477600680394723
59.0	-0.0083416041065145219	-0.0086699465865527348	-0.055481336718320451	27.53688442687108	1.0034517548313977	-0.013853439845481486	-0.066263661806096552	-0.013756633799221651	-0.00058643352676588083
60.0	0.0020737115798932226	0.0027545180791723745	0.032827012144563961	27.366657591779852	0.9999953016405736	-0.013054820784020427	-0.011851421299522436	-0.013735278322089206	-0.0012672400260450253
61.0	0.0060638708225297933	0.0019456056153934753	-0.0001138134794860246	27.379731535451114	1.0034517548313977	-0.0047821773003049461	-0.0027826114393889601	-0.0080467244179247555	0.0028510251810913074
62.0	0.0013827073172854032	0.0059962237598996104	0.023953493189568409	27.25865862285405	1.0034517548313977	0.0056838016681060033	0.06067792104513603	0.0011188659291609948	-0.0017624912615229031
