time_period	DeltaLogC_me	DeltaLogC	DeltaLogY	A	BigTheta	Delta8LogC	Delta8LogY
0.0	0.0044719518305060824	0.0052032439046714174	0.010734939164258162	49.437527528509257	1.0025275547192944	0.0012250534876194763	0.0028984522303576732
1.0	-0.0025988832945662566	8.3571081010758164e-05	-0.0010316179925826674	49.447951986500051	1.0011606406084814	-0.0038860324594967022	-0.0041758245544636363
2.0	-0.00077275788210884322	-0.0025965356031443232	-0.0057883839454926367	49.698567011647462	0.99883083979567888	-0.0038486087556055537	-0.0030053093791373442
3.0	0.00340449558212641	0.0026572888811073891	0.0057935370150512533	49.458031760934929	1.0011606406084814	0.0013846363738760914	0.0037880116315056611
4.0	-0.0027191459109157101	-0.0011274552547875238	-0.00180821078168103	49.581387490328318	1.0011606406084814	0.0053863269607876685	0.0089366292811261516
5.0	0.0024055971598693215	0.0012361170761119311	0.0009310567197016173	49.472979350744453	0.99999505378669262	0.007879380666302449	0.011739701697130123
6.0	-0.0051783224458505916	-0.004992074775392874	-0.003916818506252806	49.980095426767129	1.0050032991989473	-0.0021667557331164211	0.00091252160511801073
7.0	0.0049734223224149332	0.0050971306715925646	0.0030417759875194239	49.486842677023411	0.99883083979567888	0.0055612859811693394	0.0079562776605213159
8.0	-4.1455600699125128e-05	0.00017081186849798868	0.0048414208175215911	49.506076457267035	1.0050032991989473	0.00052885394499591065	0.0020627593137847455
9.0	-0.00047274198144720003	-0.0011937332874711881	-0.0066156307004743287	49.622793997478851	0.99883083979567888	-0.00074845042348603563	-0.0035212533941069157
10.0	0.0021419505178323917	0.0012282782866652742	0.0027356864903418376	49.513550237133948	0.99999505378669262	0.0030763634663235617	0.0050028170417275586
11.0	-0.0037675845859477253	-0.0011949783856255447	-0.0027430609040657306	49.630150607067861	0.99883083979567888	-0.00077590380040937212	-0.0035337808773894253
12.0	0.005132434497327143	0.0027671971947220708	0.0088090949459103118	49.400858218653738	1.0050032991989473	0.0031187486491002225	0.0070835248502019166
13.0	0.00035062938477548045	0.0012994629670586288	-0.0011079350157641166	49.299023597312747	1.0011606406084814	0.0031820945400469203	0.0050445331147361827
14.0	0.0029659737532745645	0.0027090724524432286	0.0030972848163455247	49.06464195028606	0.99999505378669262	0.010883241767883023	0.012058636437334513
15.0	0.00090893147978410305	0.0027857766282948226	0.0049307281926949109	48.83849546585575	1.0011606406084814	0.0085718877245852809	0.01394758864251
16.0	-0.0034970593826395557	-0.0050060669353031439	-0.007770620987564536	49.341012523186684	1.0011606406084814	0.0033950089207841483	0.0013355468374238733
17.0	-0.00088655259285519428	-0.0024877104036997721	-0.0028711836152708337	49.602354693937038	1.0025275547192944	0.0021010318045555643	0.0050799939226273683
18.0	-0.0056970457289029497	-0.002654274373040888	-0.0079363844103399472	49.847506300103817	0.99746904867329766	-0.0017815208551505979	-0.0055920769780544166
19.0	-0.0036309635253637396	-0.0025655144918845796	-4.6822220039377527e-05	50.102263273131364	1.0025275547192944	-0.0031520569614096328	-0.0028958382940280636
20.0	-0.0049497201078740893	-0.0052277999071947967	-0.010800071198216799	50.588494304659278	0.99883083979567888	-0.0111470540633265	-0.022505004438155174
21.0	0.0011022613566578077	-0.0012820829414830204	0.00098806686454966375	50.697441486601427	1.0025275547192944	-0.01372859997186815	-0.020409002557841394
22.0	0.0012139215712154705	-0.0013002984070198398	-0.0018964081387387033	50.80464299795625	1.0025275547192944	-0.017737970831331218	-0.025402695512925622
23.0	0.0010325998976496997	0.0025291923521788551	0.0058718957731513921	50.548414344179825	1.0050032991989473	-0.017994555107447185	-0.02446152793246914
24.0	0.0056201005181906183	0.0049687554658059963	0.0030022392395188113	50.039371651138275	0.99883083979567888	-0.0080197327063380452	-0.013688667705385793
25.0	-0.00068849195097753224	0.0011785440277438664	0.0036241210879686125	49.924637212204836	1.0011606406084814	-0.0043534782748944068	-0.0071933630021463468
26.0	0.004186827604026222	0.002645654425443178	0.005043769699466738	49.682387939041412	1.0025275547192944	0.0009464505235896592	0.0057867911076603384
27.0	-0.0045208074623941386	-0.0025401320444813358	-0.0039599155895662097	49.9393021527409	1.0025275547192944	0.000971832970992903	0.0018736977381335063
28.0	0.0061849559868294435	0.00513549150235737	0.0058756557102752627	49.45011711686935	0.99999505378669262	0.01133512438054507	0.018549424646625567
29.0	0.0042306421212698897	0.0052754424369159114	0.0087820371639262262	48.977342378116781	1.0011606406084814	0.017892649758944001	0.02634339494600213
30.0	0.001045071314760504	0.0013796743773057951	0.0018926901732234658	48.883980504590163	1.0011606406084814	0.020572622543269636	0.030132493257964299
31.0	-0.0042609649887461742	-0.0050702263219084553	-0.0096076266022278034	49.380258251501601	0.99883083979567888	0.012973203869182326	0.014652970882585103
32.0	-0.0058566565766535739	-0.0051342130154774512	-0.0078558287394565607	49.872510135212956	0.99883083979567888	0.0028702353878988784	0.0037949029036097315
33.0	0.0022196069962892029	0.00010203612131243212	0.0048166884573732638	49.884850079132448	1.0050032991989473	0.0017937274814674442	0.0049874702730143827
34.0	-0.00014252792344437992	0.001178670161201989	-0.0020656773279363883	49.770303147825032	0.99999505378669262	0.00032674321722625521	-0.0021219767543887436
35.0	-0.001028344990374519	-0.0012718252655805617	-0.003840275239131552	49.879415519536003	0.99746904867329766	0.0015950499961270292	-0.0020023364039540859
36.0	-0.0019773427845217739	-0.0011018411583472165	0.0040422511013569196	50.005884363324085	1.0050032991989473	-0.0046422826645775572	-0.003835741012872429
