time_period; DeltaLogC_me; DeltaLogC; DeltaLogY; A; DeltaLogC_me_sticky; DeltaLogC_sticky; DeltaLogY_sticky; A_sticky; MrkvState; PermShkAgg
6.910000000000000000e+02;3.538890516403422892e-03;1.929227264196017866e-03;-9.153872477650482065e-05;2.555708174507259844e+00;-3.484602405201625563e-03;-4.311936385246753489e-03;-9.153872477671298746e-05;2.490006870303654196e+00;1.000000000000000000e+00;9.999812066944210320e-01
6.920000000000000000e+02;-9.116021783752148444e-03;-4.616681278198864202e-03;-1.265127379686439152e-02;2.573141577752763975e+00;-5.404604882536870325e-03;-3.092035913261528823e-03;-1.265127379686397519e-02;2.504921698306557865e+00;0.000000000000000000e+00;9.999812066944210320e-01
6.930000000000000000e+02;3.734595090644360349e-03;-9.191594994478857750e-03;-1.233400505651419121e-03;2.603979669934973540e+00;-4.548515020418031352e-04;-7.098648752975708631e-03;-1.233400505651620349e-03;2.518509336447324998e+00;0.000000000000000000e+00;9.931106134438250077e-01
6.940000000000000000e+02;-7.150530496924614732e-03;1.330960283649443299e-03;-7.998551770529500893e-03;2.601972321760498197e+00;-8.734744180323189555e-03;-4.375431439235494269e-03;-7.998551770529500893e-03;2.523913676801690098e+00;1.000000000000000000e+00;9.999812066944210320e-01
6.950000000000000000e+02;1.600234740238161424e-02;5.717206183342093961e-03;4.962341757637399320e-03;2.592547260189894232e+00;4.316921221447542201e-03;-9.694309446996729474e-04;4.962341757637399320e-03;2.530829281994517732e+00;2.000000000000000000e+00;9.999812066944210320e-01
6.960000000000000000e+02;-1.935348092929949082e-02;-7.362057019407217129e-03;-7.909486713611121877e-04;2.581351066209883083e+00;-8.771382423892928881e-03;-2.608035862943294814e-03;-7.909486713611121877e-04;2.523405294778826580e+00;1.000000000000000000e+00;9.999812066944210320e-01
6.970000000000000000e+02;1.017267824588130587e-02;9.077538502616167015e-03;6.790874993973947116e-03;2.564854238470146264e+00;2.960066106201253433e-04;-2.668728123018104803e-04;6.790874993973732010e-03;2.536512853140656443e+00;2.000000000000000000e+00;1.006908179861754071e+00
6.980000000000000000e+02;-1.254704194240732762e-02;-1.216230001726455179e-02;-1.171530070393177886e-02;2.574951147688047559e+00;-1.725973776148470584e-03;-1.528224297937988418e-03;-1.171530070393134865e-02;2.529138554490486079e+00;1.000000000000000000e+00;9.931106134438250077e-01
6.990000000000000000e+02;-6.217423545669592544e-03;-1.163855733156363148e-02;-5.708598749489708635e-03;2.606236372750116548e+00;-2.052756983530856782e-03;-4.839108840225259112e-03;-5.708598749490138846e-03;2.536531930803298973e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.000000000000000000e+02;-2.624412618878815828e-03;-3.043066320197823638e-03;-1.250876245677621373e-02;2.626143984783122942e+00;-4.828091618261018403e-03;-5.043271055635817346e-03;-1.250876245677578005e-02;2.553204100505709118e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.010000000000000000e+02;-1.201817112410363819e-02;-8.931737365678177332e-03;-3.639316071275794373e-03;2.660959731372598558e+00;-8.283139382729245992e-03;-6.696775575267002734e-03;-3.639316071275790904e-03;2.568255996433994603e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.020000000000000000e+02;-5.923464211537173008e-03;-9.635177290959653917e-03;-1.428244363968836708e-02;2.678454925528066521e+00;-6.492211139095899197e-03;-8.399955725159474751e-03;-1.428244363968836188e-02;2.567883791576566654e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.030000000000000000e+02;-8.357969272697295116e-03;-8.449572957447311350e-03;-6.735821887389277854e-03;2.716105067306950005e+00;-7.843867133528338587e-03;-7.890949553399140282e-03;-6.735821887389609186e-03;2.589263818244282866e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.040000000000000000e+02;7.728160836997580163e-03;8.442760053033848688e-03;-4.084337361324754355e-03;2.699537301254807620e+00;-2.947297025463334330e-03;-2.580007648179200030e-03;-4.084337361324866245e-03;2.601839484283865467e+00;1.000000000000000000e+00;1.006908179861754071e+00
7.050000000000000000e+02;-1.885754093610796100e-02;-1.246592483265090284e-02;-3.088651651087057082e-03;2.724174757324850038e+00;-9.807046233197988516e-03;-6.521886320065846399e-03;-3.088651651086831568e-03;2.609828370280238286e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.060000000000000000e+02;-4.110293453191603275e-03;-8.277274357741809530e-04;-5.511487027135207953e-03;2.712997853683684291e+00;-8.243306230350976732e-03;-6.556134454374494547e-03;-5.511487027135093461e-03;2.608936461332389101e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.070000000000000000e+02;9.358104705196525208e-03;1.153648635016552015e-02;7.823063665021888144e-03;2.678474170178356317e+00;3.722773092260343863e-04;1.491920907921565065e-03;7.823063665021884674e-03;2.610224009743038476e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.080000000000000000e+02;-1.276818734179816991e-02;-1.352485645240959766e-02;-1.194304398755121656e-02;2.703763068779288847e+00;-2.890385613403195081e-03;-3.279298055804343720e-03;-1.194304398755121309e-02;2.621304411207945773e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.090000000000000000e+02;-8.727487590705542558e-03;-1.388589770652667865e-02;-1.061142038878708574e-02;2.727330905014487605e+00;-4.513787402938545384e-03;-7.165104668195629301e-03;-1.061142038878719676e-02;2.622958026366558837e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.100000000000000000e+02;-3.891101004501851257e-03;5.007280742679622032e-04;-3.566099198035868612e-03;2.723226978870813220e+00;-7.192454965812489914e-03;-4.935144670361706065e-03;-3.566099198035861673e-03;2.625796290130641975e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.110000000000000000e+02;1.373955534664966088e-02;8.411396332945925841e-03;4.470487551714943247e-03;2.693111360164234025e+00;8.046212922896874009e-04;-1.933943433640238768e-03;4.470487551715050800e-03;2.629533077183705547e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.120000000000000000e+02;1.215091512822431830e-03;-6.013197969250667213e-03;5.138252482284225847e-03;2.689268781782502060e+00;3.926339520303512992e-03;2.111466077977727784e-04;5.138252482284222378e-03;2.628376795900928542e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.130000000000000000e+02;1.409966126203376219e-03;8.853686250398829644e-03;1.750776451523484295e-03;2.662751949830941989e+00;-3.312559054297295469e-03;5.133608008322174121e-04;1.750776451523258781e-03;2.631123847648338732e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.140000000000000000e+02;3.140475795838291312e-03;1.097334499501018135e-02;3.463816839040949336e-03;2.626684209483478583e+00;8.762394317506534691e-04;4.902173949940667047e-03;3.463816839041060358e-03;2.629267729318151225e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.150000000000000000e+02;1.602130248506383747e-02;3.691224536042064797e-03;9.984368927330915591e-03;2.600055037254160428e+00;1.086241362221286588e-02;4.525005813566150559e-03;9.984368927330802834e-03;2.621177923898527329e+00;4.000000000000000000e+00;9.999812066944210320e-01
7.160000000000000000e+02;2.329174983057416548e-03;7.138268645227256737e-03;7.957785828280126983e-03;2.559385409859074034e+00;4.977824176050360538e-03;7.449599930685110033e-03;7.957785828280347293e-03;2.609478599433027846e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.170000000000000000e+02;-1.040185204108000361e-02;-9.164239654975529781e-03;-3.974567315067043666e-03;2.568517178185889094e+00;1.941504252256864849e-03;2.577611698795646833e-03;-3.974567315067265710e-03;2.602198569309595477e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.180000000000000000e+02;-2.509637483031380845e-03;-3.540459889836554408e-03;-5.998996394923688733e-04;2.568669628103464220e+00;4.239639140617243451e-03;3.709817512787760840e-03;-5.998996394922569836e-04;2.593187307113130835e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.190000000000000000e+02;7.387471969763602375e-03;1.214594111112474173e-02;8.856500159892448029e-03;2.522423563236360966e+00;1.637766197834560067e-03;4.083521984484639322e-03;8.856500159892224250e-03;2.566042849550257632e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.200000000000000000e+02;1.719441242778491780e-02;1.112907773161460334e-02;1.776484667318260074e-02;2.485115463346380782e+00;9.517293804172009819e-03;6.399835859097528779e-03;1.776484667318281585e-02;2.553194393827248554e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.210000000000000000e+02;-4.420154259682528008e-03;-7.741890214603260045e-03;-1.464021763903791684e-02;2.478440606320490680e+00;4.853095595958936692e-03;3.145791273471067184e-03;-1.464021763903768959e-02;2.525432579455931137e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.220000000000000000e+02;-1.917875390587350098e-02;-1.114818098111567540e-02;3.734456140269450282e-03;2.489455918350226060e+00;-5.457509892411060992e-03;-1.329959704027633416e-03;3.734456140269449415e-03;2.508403273562475277e+00;2.000000000000000000e+00;9.931106134438250077e-01
7.230000000000000000e+02;-5.492594928588521996e-03;-1.268993712916594019e-02;-8.571984097552018053e-03;2.507729142249148335e+00;-1.714585534601693884e-03;-5.413872177559259091e-03;-8.571984097551792539e-03;2.493405054151937250e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.240000000000000000e+02;5.717031518349201258e-03;5.539767695587061169e-03;-7.271045479849664629e-03;2.510748900083894952e+00;-2.747604803449550659e-03;-2.838714781765019901e-03;-7.271045479849995094e-03;2.493955512751591108e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.250000000000000000e+02;6.019233804760777684e-03;1.133362646940568735e-02;6.916626032631377138e-03;2.479499874798651859e+00;-2.344349635617040684e-03;3.871394685380155631e-04;6.916626032631485559e-03;2.487095476969440444e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.260000000000000000e+02;2.574790067959679962e-03;-4.544812392549994751e-03;4.006183035846476795e-03;2.491028565263774919e+00;4.698206466603141451e-03;1.038876459587737000e-03;4.006183035846475060e-03;2.494522698979472874e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.270000000000000000e+02;-1.940687914312499290e-02;-9.622680072604701540e-03;-9.550992549204153845e-03;2.506191415533838285e+00;-6.110054156393505964e-03;-1.081176005968791098e-03;-9.550992549204037618e-03;2.480858064879832625e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.280000000000000000e+02;1.840902518605457699e-02;1.119492054816368515e-02;1.180279490153002785e-02;2.485642978189093188e+00;3.655724588558305344e-03;-5.217760424100492678e-05;1.180279490153013019e-02;2.478410944486726830e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.290000000000000000e+02;9.684988293506398283e-03;1.231741772385800543e-02;3.430466216477023010e-03;2.457761239908578865e+00;2.192221450263848181e-03;3.545236321426545323e-03;3.430466216476800098e-03;2.476620015130841512e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.300000000000000000e+02;-5.181240292027156080e-03;-5.456823943539614030e-03;3.431835648629269486e-03;2.440712499648901357e+00;1.603378395844838600e-03;1.461734037045879508e-03;3.431835648629269486e-03;2.457610877548954686e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.310000000000000000e+02;1.599636434154615844e-02;1.387038906293321106e-02;1.592169723431031275e-02;2.415438947923301161e+00;7.311662533316137802e-03;6.218954734762395520e-03;1.592169723431051745e-02;2.455063291932445768e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.320000000000000000e+02;3.100707636072300155e-03;3.889582417273024229e-03;3.190123368035407275e-03;2.395839532026664997e+00;3.247327411478408143e-03;3.652792909676870481e-03;3.190123368035407275e-03;2.445300125657479118e+00;4.000000000000000000e+00;9.999812066944210320e-01
7.330000000000000000e+02;-1.135017161722654683e-02;-1.528109000548685814e-03;-2.400373902554309852e-03;2.390946977209094992e+00;-8.978186856670178351e-04;4.150520552844420841e-03;-2.400373902554736594e-03;2.440971777988480085e+00;3.000000000000000000e+00;9.999812066944210320e-01
7.340000000000000000e+02;1.513123705439200356e-02;1.212700554467659175e-02;1.550055359032468175e-02;2.370305874795592960e+00;8.677473656285891734e-03;7.133360122910908929e-03;1.550055359032467134e-02;2.441800271275702094e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.350000000000000000e+02;-4.889012634447229000e-03;-5.865059775652728402e-03;-1.085850282445083304e-02;2.390204289319700859e+00;4.689897130345399567e-03;4.188228868404378358e-03;-1.085850282445061099e-02;2.441603852345002323e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.360000000000000000e+02;-4.284258923225592319e-04;-4.240033778445340129e-03;6.694235040802173908e-03;2.395764559471843302e+00;3.242927741761450489e-03;1.283839268770056719e-03;6.694235040802166969e-03;2.435654255461001672e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.370000000000000000e+02;-6.892080607110398494e-03;-1.147790090804179375e-02;-1.394573885609795214e-02;2.425551354223557610e+00;-7.111983123687104502e-04;-3.068216127205716792e-03;-1.394573885609815683e-02;2.431839828323144381e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.380000000000000000e+02;-4.078182502067762005e-03;-5.336326746318516279e-03;-4.616849413070129443e-03;2.449314687525478096e+00;-4.247802058470070974e-03;-4.894462460041271168e-03;-4.616849413069914337e-03;2.436810228861063798e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.390000000000000000e+02;-4.542429752733098680e-03;-2.795483136912357836e-03;-9.330211529703365952e-03;2.477302833944384108e+00;-6.264803473973262760e-03;-5.366908653667637474e-03;-9.330211529703360748e-03;2.450767683746363890e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.400000000000000000e+02;-9.757419384803407703e-03;-7.516164445195656907e-03;-3.054185801902552233e-04;2.516092932016150030e+00;-7.397487066826941016e-03;-6.245527880991856573e-03;-3.054185801902569580e-04;2.462884790742797314e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.410000000000000000e+02;-3.489061617504882196e-03;1.680354798728113386e-03;-7.157549797964912926e-03;2.519282783042960272e+00;-7.712810744424536402e-03;-5.055836465930156620e-03;-7.157549797964908589e-03;2.466654909839305354e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.420000000000000000e+02;2.604870286481070218e-03;-7.105770148584794610e-03;-3.557853988299771592e-03;2.550112971989566102e+00;-1.372431548186343886e-03;-6.363502064900265764e-03;-3.557853988299991468e-03;2.491584664005409344e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.430000000000000000e+02;1.611048667207945484e-03;6.464599307534631134e-03;3.033008580519696781e-03;2.534358996529856523e+00;-5.789961744747350314e-03;-3.295336012871186160e-03;3.033008580520137835e-03;2.498056386586375854e+00;1.000000000000000000e+00;1.006908179861754071e+00
7.440000000000000000e+02;7.704030350317636611e-03;1.376954509287118406e-02;1.037184315004967966e-02;2.519125518142939502e+00;1.471636137537341016e-03;4.589186622769296509e-03;1.037184315004945415e-02;2.512756479728767811e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.450000000000000000e+02;-3.194891177568277840e-03;-5.984363767965628078e-03;-7.960888486646881812e-03;2.518133177597188244e+00;2.283265593785666070e-03;8.495337512556128123e-04;-7.960888486646656298e-03;2.512397718985456940e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.460000000000000000e+02;1.876196275761649046e-02;1.046669865908416569e-02;1.730089054618518668e-02;2.493234525979038718e+00;7.103698768797662988e-03;2.840102732326842128e-03;1.730089054618496117e-02;2.513363682742450145e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.470000000000000000e+02;7.028638412907475819e-03;6.054506254728100889e-03;1.625395470594568487e-03;2.483446248668684575e+00;4.495061730606215999e-03;3.994377730762589673e-03;1.625395470594568487e-03;2.518247466931197387e+00;3.000000000000000000e+00;9.999812066944210320e-01
7.480000000000000000e+02;-1.656620584240817845e-02;-5.870806903372494112e-03;-5.450689739446474419e-03;2.483771357393401491e+00;-3.164173091455488307e-03;2.333043149437302732e-03;-5.450689739446255844e-03;2.519512801515335632e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.490000000000000000e+02;-1.330760792222357436e-05;-1.375121072184298798e-02;-5.318493040032522962e-03;2.509171286818819624e+00;3.911983227801250906e-03;-3.149017913355423026e-03;-5.318493040032519492e-03;2.519965678960117916e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.500000000000000000e+02;3.190211032515030687e-03;8.589469944945804514e-03;-2.186334958940994166e-03;2.481949751159623574e+00;-3.406892753442226918e-03;-6.317841341768604124e-04;-2.186334958941211007e-03;2.512035428912791080e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.510000000000000000e+02;-1.540375053449372089e-02;-1.385328459018175112e-02;-5.100331411910933796e-03;2.501034070970362233e+00;-4.380242340083509434e-03;-3.583334565197701660e-03;-5.100331411910713486e-03;2.506572846211300387e+00;1.000000000000000000e+00;9.931106134438250077e-01
7.520000000000000000e+02;3.989827503143451859e-03;1.183209737474263945e-02;4.452011161290852712e-03;2.491047564333241926e+00;-2.008643356742674524e-03;2.022122914749596712e-03;4.452011161290852712e-03;2.516956022751642319e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.530000000000000000e+02;3.008466456890763335e-02;1.509439428227397212e-02;1.205203758234174236e-02;2.476399024824490702e+00;1.554774769515237381e-02;7.843055449003689950e-03;1.205203758234151337e-02;2.528682159158310405e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.540000000000000000e+02;-2.279494186724245058e-02;-1.284248354167328438e-02;-1.067857307010939769e-02;2.493174272630980681e+00;-6.101985832508621810e-03;-9.866258673514663458e-04;-1.067857307010917217e-02;2.526166364870934267e+00;2.000000000000000000e+00;9.931106134438250077e-01
7.550000000000000000e+02;-9.715738178731649077e-03;-6.563065169020769474e-03;2.638215036359820714e-03;2.501472802571426790e+00;-2.954895381726024839e-03;-1.334485954270901720e-03;2.638215036359602139e-03;2.524263543945093780e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.560000000000000000e+02;-7.308554451886613290e-03;-8.743744269493827770e-03;-1.377319698524283320e-02;2.511888210438683267e+00;-5.295648664685730089e-03;-6.033306868842971959e-03;-1.377319698524260769e-02;2.520337361247317887e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.570000000000000000e+02;1.732843790200902512e-03;2.484752286628089113e-04;-1.227954205458838162e-03;2.499802689844389469e+00;-3.425544439518819761e-03;-4.188479511924220189e-03;-1.227954205458615684e-03;2.504794888311280499e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.580000000000000000e+02;1.904745142922430190e-03;5.901384475019560982e-03;1.594473930719678308e-03;2.492052951268655114e+00;-1.900451652927577506e-03;1.537391977950164357e-04;1.594473930719455396e-03;2.503317781501553263e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.590000000000000000e+02;1.397045897312966523e-03;-5.843919389984339463e-03;1.197013810436915737e-03;2.498365323786963632e+00;2.988329655528552953e-03;-7.333783615321512461e-04;1.197013810436914870e-03;2.505399650682450297e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.600000000000000000e+02;2.225005330252285973e-03;5.525009060072846867e-03;9.634149035652305598e-04;2.498804064300720995e+00;-1.689337508615718075e-03;6.796894783354934244e-06;9.634149035654517371e-04;2.511553460637838242e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.610000000000000000e+02;-1.192924675577129723e-02;-4.639963190385010261e-03;6.732953371915639633e-03;2.505228161957091082e+00;-3.249539367092775521e-03;4.970032563773527090e-04;6.732953371915414986e-03;2.513379728812366043e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.620000000000000000e+02;1.520602085177737844e-02;1.133136122012850383e-02;-4.083250913926441544e-03;2.482826338515894626e+00;4.079411348677758342e-03;2.087915568441602032e-03;-4.083250913926219500e-03;2.513376815532255559e+00;2.000000000000000000e+00;1.006908179861754071e+00
7.630000000000000000e+02;1.333272030357228466e-02;1.451018182963644682e-02;1.617569199913887132e-02;2.463884616002700589e+00;6.585203642725516449e-03;7.190394777810922566e-03;1.617569199913864234e-02;2.523881426694265073e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.640000000000000000e+02;5.688473463736687386e-03;4.213117289120299480e-03;1.605615553387812477e-03;2.446207281479791273e+00;5.295430065309837675e-03;4.537127175400626489e-03;1.605615553388027583e-03;2.520275200462316789e+00;4.000000000000000000e+00;9.999812066944210320e-01
7.650000000000000000e+02;8.439168809098451796e-04;-3.211563976692338729e-04;1.208546695337722743e-05;2.438400946403675107e+00;3.630323006607837077e-03;3.031499177282542812e-03;1.208546695315865227e-05;2.521631635027278939e+00;4.000000000000000000e+00;9.999812066944210320e-01
7.660000000000000000e+02;-6.194061366833855664e-03;-9.520749546099896432e-03;-8.569311706894264941e-03;2.445712168828616306e+00;2.443634773603320376e-03;7.337851091179375951e-04;-8.569311706894261471e-03;2.510159363610788397e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.670000000000000000e+02;-1.321065060842305933e-02;-1.103477782434314491e-02;-7.231602000604755998e-03;2.464454156896914494e+00;-2.680014218928598868e-03;-1.561660123402058842e-03;-7.231602000604749059e-03;2.502006275554704118e+00;2.000000000000000000e+00;9.931106134438250077e-01
7.680000000000000000e+02;1.164184889609005263e-02;1.115561274736212583e-02;5.889552218110532394e-03;2.430330201497686637e+00;9.759500946048063619e-04;7.260346619096663678e-04;5.889552218110310350e-03;2.485701673236261122e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.690000000000000000e+02;9.126418088288873465e-03;1.166429994012971316e-02;1.673515489576260160e-02;2.399868791697401083e+00;4.016989604099532873e-03;5.321408954226586330e-03;1.673515489576280976e-02;2.477881332131049330e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.700000000000000000e+02;-6.587674950836314158e-04;-7.140135105853415154e-03;-5.486037170123091861e-03;2.415640850871766609e+00;5.362581679536071455e-03;2.031291327842785210e-03;-5.486037170123088391e-03;2.474477894369202513e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.710000000000000000e+02;6.724865148729677888e-03;1.107521055604616944e-02;1.013272920828342180e-02;2.375099045575346235e+00;1.964627148953457247e-03;4.200615685978500990e-03;1.013272920828362650e-02;2.453967837045847311e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.720000000000000000e+02;6.119516674457661787e-03;-4.112219929020041742e-03;2.940976640482755033e-03;2.365829351860505358e+00;6.532737664675394851e-03;1.273834378338875584e-03;2.940976640482546867e-03;2.438467087832191904e+00;3.000000000000000000e+00;9.999812066944210320e-01
7.730000000000000000e+02;-1.922877442730161479e-02;-6.214344342982791591e-03;-8.426464291204013857e-03;2.367203660208655691e+00;-6.908863547518462322e-03;-2.197127422721434353e-04;-8.426464291203798751e-03;2.426127865259237293e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.740000000000000000e+02;1.931434467372955543e-02;1.546627789842371092e-02;2.075027838353677573e-02;2.352826139029966512e+00;8.722162559736082454e-03;6.744334963605436162e-03;2.075027838353654674e-02;2.425468036885700673e+00;3.000000000000000000e+00;1.006908179861754071e+00
7.750000000000000000e+02;1.821980618960157561e-02;1.216635222105774683e-02;8.376422000731534312e-03;2.327882121012181393e+00;9.681923070981535151e-03;6.570571576843028949e-03;8.376422000731534312e-03;2.420687057663712061e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.760000000000000000e+02;-7.177518679590447204e-03;3.863382531921699670e-03;2.997691019438107618e-03;2.317460540047063144e+00;9.671034264401578984e-04;6.641900766864536343e-03;2.997691019438100679e-03;2.411567811804811612e+00;4.000000000000000000e+00;9.999812066944210320e-01
7.770000000000000000e+02;1.057637984771597761e-02;9.695645747872239095e-03;9.899415711340120438e-03;2.289592609603315232e+00;8.597517150687211673e-03;8.144837842026880770e-03;9.899415711339912272e-03;2.398528798956426122e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.780000000000000000e+02;5.469023990364640930e-03;6.212391694350200000e-03;9.654288313383191378e-03;2.262879318023115260e+00;4.952113198661761695e-03;5.334188990186478074e-03;9.654288313383399545e-03;2.385528918789705521e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.790000000000000000e+02;-4.106338280976534749e-04;-4.859697349875430339e-03;-3.720549198030789761e-03;2.276461591988423017e+00;8.109989858141541941e-03;5.823262229925962874e-03;-3.720549198030803639e-03;2.373105515501515050e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.800000000000000000e+02;7.205728725779680932e-03;7.942379387181577877e-03;1.376459736953465629e-02;2.249735523546360305e+00;1.650523388522687207e-03;2.029146757581229421e-03;1.376459736953485058e-02;2.359801944092451365e+00;4.000000000000000000e+00;1.006908179861754071e+00
7.810000000000000000e+02;-3.898315360009438346e-03;-6.184777236500196840e-03;-6.229367415775899364e-03;2.274706795959663630e+00;4.184226837071536309e-03;3.009032210552958775e-03;-6.229367415775899364e-03;2.359218123299148484e+00;3.000000000000000000e+00;9.931106134438250077e-01
7.820000000000000000e+02;-7.876287211702318047e-03;-1.195847205871239383e-02;-1.232643760535005739e-02;2.296654022900527004e+00;-1.274538999724572630e-03;-3.372698494963882743e-03;-1.232643760534983535e-02;2.349048557969927842e+00;2.000000000000000000e+00;9.931106134438250077e-01
7.830000000000000000e+02;-1.606853056007677416e-02;-5.803312645099256706e-03;-1.197489491965894604e-03;2.309317491841445413e+00;-8.678203766325845447e-03;-3.402091770861939701e-03;-1.197489491966102770e-03;2.340988742912262666e+00;1.000000000000000000e+00;9.999812066944210320e-01
7.840000000000000000e+02;3.634675446197443982e-04;-3.116211742465374579e-03;1.451138846050858966e-03;2.338365839977269989e+00;-9.530841060940709042e-04;-2.741568070001948465e-03;1.451138846050872844e-03;2.348046645151148137e+00;0.000000000000000000e+00;9.999812066944210320e-01
7.850000000000000000e+02;-4.492292365954234090e-03;-8.034188298176106469e-03;-1.163129602208011482e-02;2.381250898127456495e+00;-5.472565047159275164e-03;-7.293027093796838889e-03;-1.163129602208011482e-02;2.358786327632211410e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.860000000000000000e+02;-5.893638944630921750e-03;7.243328703778889599e-03;1.330646882153618815e-04;2.386736722948055167e+00;-1.098985229223652105e-02;-4.237719686004559616e-03;1.330646882153618815e-04;2.376713821360973533e+00;1.000000000000000000e+00;1.006908179861754071e+00
7.870000000000000000e+02;-2.605352958598691759e-03;-1.156340132865604775e-02;-1.049860359944447541e-02;2.424419978499670503e+00;-1.558678763797741174e-03;-6.162932356139419476e-03;-1.049860359944446847e-02;2.387871367513884291e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.880000000000000000e+02;7.522737475647189864e-03;7.203085922909094330e-03;6.177577701813874445e-04;2.421872295744834869e+00;-3.029323432155325846e-03;-3.193617790613070828e-03;6.177577701811792776e-04;2.402549570372785492e+00;1.000000000000000000e+00;1.006908179861754071e+00
7.890000000000000000e+02;-1.041562080537790369e-02;-9.741702434683904843e-03;-3.472831528951350610e-03;2.465383852696163558e+00;-3.991813057219822936e-03;-3.645432802165116115e-03;-3.472831528951558777e-03;2.423501760752340140e+00;0.000000000000000000e+00;9.931106134438250077e-01
7.900000000000000000e+02;1.233262975205068335e-02;8.320249386862363372e-03;3.086910371605050551e-03;2.453810827742628042e+00;8.682158666615258369e-04;-1.194065553029144411e-03;3.086910371605258718e-03;2.432456710515802367e+00;1.000000000000000000e+00;1.006908179861754071e+00
7.910000000000000000e+02;8.214257727433948997e-03;4.544179919712176829e-03;-2.707669312386438987e-03;2.448207471715038164e+00;1.582381566151591645e-03;-3.039633420606202563e-04;-2.707669312386438987e-03;2.437186499975492193e+00;2.000000000000000000e+00;9.999812066944210320e-01
7.920000000000000000e+02;4.126133638330309328e-03;1.150834483286533594e-02;1.247600761886976523e-02;2.426726652082248137e+00;-3.129735303784159095e-04;3.481331993297295813e-03;1.247600761886955012e-02;2.448801882631995941e+00;3.000000000000000000e+00;1.006908179861754071e+00
