wealth_income_ratio,age_group,weight
 2.654557,3,1.343217
 2.658396,3,1.636088
 2.669656,3,.2270507
 2.671334,3 ,1.18001
 2.674049,3,1.335332
 2.677586,3,.1551763
 2.682003,3,1.904618
 2.683472,3 ,.486427
 2.687934,3,1.253909
  2.69215,3,1.130004
 2.693234,3,1.664672
   2.7001,3,1.686277
 2.700101,3,.0341755
  2.70379,3,1.329597
 2.704848,3,1.263799
  2.71352,3,2.212397
 2.714073,3,2.425433
 2.716691,3 ,1.11482
 2.722115,3,.8491232
 2.736798,3,.8403673
  2.74929,3,1.308374
 2.749374,3,1.185978
 2.766646,3,1.372433
 2.770171,3,.9544145
 2.780445,3,.8915794
 2.786194,3,.9544145
 2.789925,3,.9160712
 2.796517,3,.9808918
 2.798932,3,1.062328
 2.804778,3 ,1.71344
 2.807888,3,1.301219
 2.814168,3,.2171299
 2.822568,3,.2094427
 2.824551,3,.0191797
 2.826738,3,1.191565
  2.82865,3,1.710994
 2.828668,3 ,1.15575
 2.828865,3,.3639559
 2.834707,3 ,1.03218
 2.849269,3,1.770674
  2.85269,3,1.560119
 2.854718,3,1.091924
 2.856512,3,.0864548
 2.874923,3,1.345881
 2.875243,3,1.540504
 2.879044,3,.6065604
 2.885384,3,1.194869
 2.887433,3,1.309821
 2.895962,3,.0817979
 2.899268,3,1.671739
 2.903932,3,1.482969
 2.907002,3,1.459145
 2.907748,3,1.404108
 2.907977,3,1.655515
 2.912447,3 ,.047571
  2.91587,3 ,1.37655
 2.932459,3,1.233042
 2.939373,3,1.529279
 2.952974,3 ,1.00859
 2.959459,3,1.316151
 2.960681,3 ,1.71013
 2.967851,3,.1553302
 2.969808,3,.1807396
 2.971576,3,1.381157
 2.971901,3,.3406874
 2.985831,3,.1144403
 2.991392,3,1.515964
 2.994751,3,1.500998
 3.012303,3,1.136743
  3.01332,3,1.177812
 3.019357,3,2.066636
 3.035288,3,1.575601
 3.037778,3,2.405242
 3.044471,3,1.926487
 3.054893,3,.0277108
 3.054937,3,1.016231
 3.069778,3,1.396946
 3.071075,3,1.235325
 3.072359,3,1.177199
 3.080873,3,1.434407
 3.081211,3,1.291215
 3.086706,3,1.497182
 3.087654,3,.2237639
 3.097333,3,.9960639
 3.104023,3,.0926632
 3.104458,3,1.626936
 3.111412,3,1.477999
 3.112329,3,1.300736
 3.121293,3,1.247243
  3.12325,3,1.497822
 3.145101,3,2.070837
 3.145538,3 ,.091601
 3.146073,3,.8798505
 3.148037,3,1.561895
 3.157938,3,1.413459
 3.159227,3,.0172958
 3.161566,3 ,.507614
  3.16961,3,1.549837
 3.174662,3 ,.036353
 3.176169,3,.9748777
  3.17902,3,1.366626
 3.184609,3,.9931306
 3.185436,3,1.546265
 3.188196,3,2.384478
 3.194545,3,1.825949
 3.219203,3 ,1.37655
 3.232301,3,1.419077
 3.238481,3  ,1.1721
 3.240606,3,.8623975
 3.241909,3,.1981381
 3.252886,3,1.105717
  3.25824,3,1.265275
 3.280625,3,1.306523
 3.282241,3,1.337384
 3.302491,3 ,1.28572
 3.304417,3,.0043349
 3.305025,3,2.275654
 3.313754,3,1.810827
 3.314137,3,1.512885
 3.330358,3,.6050123
 3.333763,3 ,1.63039
 3.335742,3,1.046083
 3.364835,3,.0124239
  3.36983,3,1.579062
 3.371416,3,.9253026
 3.394998,3,1.189232
 3.396952,3  ,.02671
 3.400352,3,.0263024
 3.420466,3,.8359855
  3.42067,3,1.232403
 3.431465,3,1.291953
 3.439876,3,1.472094
 3.450399,3,1.187802
 3.450534,3,.1396467
 3.451549,3,1.370498
 3.454464,3,.1527173
 3.456459,3,1.059363
 3.467206,3,.1295908
 3.467618,3,1.255128
 3.467871,3,1.131065
 3.475533,3,1.738999
 3.478891,3,1.668937
 3.480222,3,.0577243
 3.490728,3 ,.152262
 3.500398,3 ,.098281
 3.523159,3 ,.093348
   3.5246,3 ,.919447
 3.525155,3,1.191565
 3.527203,3 ,1.36482
 3.536912,3,.9435551
 3.536995,3 ,1.78458
 3.544481,3 ,.600909
 3.544717,3,.0932138
 3.547084,3,1.111198
 3.547554,3,1.160663
  3.54881,3,.7910028
 3.551606,3,1.622136
 3.562308,3,1.652796
 3.562641,3,1.174487
 3.572665,3,1.060622
 3.579314,3,1.456987
 3.595268,3,.7511672
 3.600547,3,1.141113
 3.607598,3,.9520519
 3.610168,3,.9154253
 3.623311,3,1.270916
 3.625526,3,.9128903
 3.638514,3,.6714256
 3.646085,3,1.543618
 3.650684,3,1.286167
 3.659937,3,.9544145
 3.664203,3,1.399894
 3.666015,3,.1924929
 3.682671,3,.0153595
 3.688522,3,.0774308
 3.704663,3,1.479232
 3.710929,3,1.455734
  3.71643,3,1.626936
 3.718902,3,1.329903
 3.731716,3,1.404108
 3.733029,3,1.598917
 3.744542,3,1.316858
 3.748007,3,1.255128
 3.758921,3,2.133713
 3.768219,3,.7224864
  3.77027,3,1.583277
 3.770668,3,1.144043
 3.772629,3 ,1.25065
 3.792701,3,.1088676
 3.795511,3,.0464622
 3.802886,3,1.415661
 3.821196,3,1.624877
 3.825339,3,.1716616
  3.83869,3,1.533207
 3.840485,3,.8096927
 3.846728,3,1.487644
 3.850539,3 ,1.63624
 3.850746,3,1.059363
 3.857074,3,1.278106
 3.857385,3,.7190364
 3.871042,3,.6537362
 3.871097,3 ,1.19621
 3.885757,3,.6715961
 3.894935,3,1.335181
 3.895403,3,1.096132
  3.91872,3 ,1.25766
 3.938322,3,.1125579
 3.938936,3,1.380616
 3.950526,3,2.012014
 3.960145,3,1.178689
 4.006437,3,1.318156
 4.009551,3,.2355849
 4.023997,3,1.579062
 4.031434,3,1.358846
 4.042734,3,1.378087
 4.047182,3,.0219735
 4.053756,3,1.357268
 4.065093,3,.1827721
  4.07886,3,1.164639
 4.079287,3 ,1.31707
 4.085984,3,1.082547
 4.091749,3,.0557768
 4.118085,3,1.047373
 4.131962,3,1.458313
  4.14475,3,1.125554
  4.14534,3,1.142776
 4.150868,3,2.066636
 4.167372,3,1.462542
 4.173074,3,.9754809
 4.181238,3,.4401428
 4.181308,3,.9785875
 4.188629,3,2.211601
 4.194725,3,.1970276
 4.206841,3,.9072202
 4.210273,3,1.355195
 4.218944,3 ,1.00859
 4.234395,3,.1039443
 4.239364,3,1.775285
 4.251568,3,1.257539
 4.261218,3,.7005267
 4.266508,3,1.291103
 4.270481,3 ,.692147
 4.295321,3,.9370151
  4.30104,3,1.191456
 4.302955,3,1.167282
 4.308655,3,1.126233
 4.310383,3,.0021582
 4.311082,3,1.125554
 4.322881,3,1.465576
 4.329423,3 ,1.07795
 4.340808,3,1.139689
 4.345922,3,1.066234
 4.348919,3,.6828627
 4.359784,3,.1066801
 4.360544,3,.8860742
 4.362596,3,1.571887
 4.420313,3,1.244051
 4.423689,3,1.507077
 4.434596,3,1.340731
  4.44094,3,1.182325
 4.446997,3 ,.728703
 4.450034,3,1.654327
 4.456956,3,.9502419
  4.47953,3,1.025708
 4.501201,3,1.253892
 4.505048,3,.5203456
 4.508716,3,1.401893
 4.522768,3,1.100637
 4.531533,3,.7691624
 4.538702,3,.4848947
 4.539245,3,1.642543
 4.542154,3,1.376707
 4.545939,3,.0081707
 4.559688,3,1.772351
 4.584162,3,.0942128
 4.615036,3,1.301602
   4.6184,3,1.614882
 4.626836,3,1.286582
 4.687404,3 ,.199372
 4.689215,3,.0301379
 4.698294,3,1.032912
 4.704265,3,1.179548
 4.723872,3,1.234211
 4.741059,3,.3444463
 4.742773,3,.1052943
 4.762804,3,1.846184
 4.776648,3 ,.302467
  4.78494,3,.9798549
 4.794495,3,1.599466
   4.8063,3,1.774851
 4.810939,3,.1337344
 4.810965,3,1.497513
 4.816466,3 ,1.20537
 4.831326,3 ,1.36482
 4.835886,3,1.307016
 4.844315,3,.1298031
  4.84748,3,.0542286
 4.873661,3 ,1.42475
 4.880988,3,.2621704
 4.906047,3,.9865165
 4.916645,3,.1678732
   4.9235,3,.8270006
 4.929389,3 ,.260448
 4.932089,3,.1285411
 4.953176,3,1.064623
 4.970779,3,.2806568
 4.987653,3,1.069535
  5.00481,3,1.738999
 5.006536,3 ,1.63039
 5.011568,3,1.840194
 5.013875,3,.1640313
 5.019091,3,1.717605
 5.046549,3,1.461218
 5.053308,3,1.673938
 5.059258,3,1.665043
 5.073238,3,1.442358
 5.092603,3,1.256728
  5.11443,3,1.297217
 5.127367,3,1.024184
  5.15654,3,.4302539
 5.158937,3,1.348881
  5.16367,3,1.333997
 5.169456,3,1.501804
 5.176305,3,.8838653
 5.177621,3,1.154946
  5.19648,3,1.338576
 5.197141,3,.1835113
  5.20767,3,.8347188
 5.211772,3,.8838515
 5.223646,3 ,.203223
 5.254803,3,.9704393
 5.261731,3,1.226942
 5.275227,3,1.068466
 5.280855,3,.0402149
 5.289268,3,1.069535
 5.291669,3,.0941422
 5.297328,3,.3144672
 5.301796,3,1.103162
 5.309447,3,.0282775
 5.328214,3,1.085876
 5.346478,3,.2039381
  5.34905,3,.0257041
 5.357609,3,1.472956
  5.38336,3,1.330487
 5.406442,3,1.192085
 5.407386,3,.9748777
 5.408843,3 ,.152262
 5.411023,3 ,1.06003
 5.428222,3,.2234217
 5.443036,3,.9552912
 5.445431,3,.5020686
  5.46109,3,1.242028
 5.475649,3,.2237639
 5.511885,3,1.389625
 5.550147,3,.3027239
 5.559272,3,.4764892
 5.570653,3 ,1.16459
 5.570685,3 ,1.22233
 5.601504,3,1.085564
 5.609057,3,.1285201
 5.616506,3,.3782111
 5.621325,3,1.308748
 5.624934,3 ,.051587
 5.625887,3,.0890378
 5.685136,3,.3643046
   5.7025,3,.1024768
 5.707909,3,.0130755
 5.715137,3,.8157675
 5.717028,3,1.498043
 5.734194,3,1.608873
 5.745045,3,1.379085
 5.815013,3,.0533307
 5.865077,3,1.528022
 5.877648,3,.4694037
 5.894012,3 ,.022366
 5.894516,3,.3450972
 5.911496,3,1.125554
 5.917303,3,1.162252
 5.919662,3,2.066636
 5.923227,3,1.213899
 5.925057,3 ,1.01816
 5.930774,3,.6372988
 5.953498,3,1.205793
 5.981548,3,.0045901
 5.985861,3,.3189512
  5.98902,3,1.036524
 5.991542,3 ,1.30471
  6.04073,3  ,.70924
 6.043953,3,.0073934
 6.066823,3,.5926572
 6.068176,3,.1118381
 6.078022,3,1.065464
 6.114105,3,1.238937
 6.135139,3,1.291898
 6.167192,3,.0684469
 6.167264,3,.2837472
 6.192831,3,.0486743
   6.2079,3,.0014982
 6.213193,3,1.447571
 6.254093,3,1.179561
 6.254487,3,2.040085
 6.258004,3 ,.160174
  6.27916,3,1.352397
 6.282412,3,1.179155
 6.284712,3 ,.930056
 6.294725,3,.8838515
 6.337291,3 ,.840924
 6.342111,3,1.002696
 6.345142,3,.2178029
 6.368448,3,1.339191
 6.371979,3,1.080415
 6.398468,3,.5712873
 6.420408,3,1.118261
 6.429348,3,.7632241
 6.435162,3,.6759043
 6.445874,3,1.790147
 6.478281,3,.0827505
 6.488844,3,.1300077
 6.490347,3,1.159374
  6.51791,3,1.097397
 6.524107,3,.3001898
 6.528286,3,1.228112
 6.572463,3,2.040085
 6.572619,3,1.614414
 6.582889,3,.9128039
 6.616015,3 ,.782894
 6.618742,3,1.048491
 6.624712,3,.9199515
  6.64328,3,.3780775
 6.669796,3,.0030867
 6.697909,3,.0925891
 6.709835,3 ,.197291
 6.709966,3,1.440148
 6.717267,3,.0926632
 6.734706,3,.1698318
 6.751564,3,.0764656
 6.764765,3,.6295497
 6.884809,3,.0429845
  6.88572,3,1.022484
  6.88772,3,1.344617
 6.912635,3,.4560063
 6.918315,3,.0446358
 6.949304,3,.7102303
  6.97647,3,.8888099
 7.011083,3,.0063604
 7.051905,3,.8270006
 7.072314,3,1.476815
  7.07837,3,1.302745
 7.144845,3,.9569718
 7.146564,3 ,1.70406
 7.178725,3,1.330684
 7.195277,3,.6984925
  7.20473,3,.0019294
 7.208275,3,.8942676
 7.212731,3,.0017093
 7.246993,3,.1424395
 7.247869,3,.0021287
 7.267738,3,1.394629
 7.269537,3,.4133962
 7.332496,3,.0544096
 7.352739,3,1.485307
 7.373565,3 ,.203223
 7.405321,3,.4469106
 7.413593,3,.0032565
 7.460348,3,1.277681
 7.476818,3,.7190364
 7.490577,3,.6896212
 7.545375,3,.0809018
 7.550399,3,.3226658
 7.559769,3,1.060189
 7.598086,3,.0030338
 7.636229,3,1.909016
 7.639623,3,.1972884
 7.651239,3,.0044426
 7.654841,3,1.589122
 7.707348,3,1.643639
  7.71666,3,.2270226
  7.79223,3,.0732199
 7.792766,3,1.287179
 7.853545,3 ,.429815
 7.920176,3,1.373653
 7.932271,3,.0026854
 7.995649,3,1.417153
 8.031344,3,.9949588
  8.03317,3,.9654008
 8.048786,3,.3444965
 8.050276,3,.8535566
 8.064914,3,.7531354
 8.066495,3,.0813074
 8.082003,3,1.182683
 8.104363,3,1.614414
 8.177588,3,.6765317
 8.264513,3,1.210276
 8.278111,3,.7108264
  8.30407,3,.9132952
 8.312093,3 ,.057552
 8.323348,3,.9212704
 8.332774,3,.5194622
  8.33966,3,.3786077
 8.368759,3,.3333523
 8.522043,3,2.198636
  8.53124,3,.3282878
 8.640216,3,1.375592
 8.676766,3,1.202948
 8.696166,3,.0037772
 8.721252,3,1.127202
 8.738173,3,1.102508
 8.758408,3,1.304367
 8.799597,3,.0606105
 8.844673,3,1.093697
 8.872169,3,.4428403
 8.951509,3 ,.930141
 8.954021,3,.7696429
  8.96927,3,.2544205
 8.981219,3 ,.005956
 9.011682,3,1.762613
 9.048702,3,.0288496
 9.065017,3,1.384765
 9.099914,3,1.244592
  9.10098,3,.0507866
 9.136816,3,1.278106
 9.166452,3,.1291609
 9.322384,3 ,1.12275
  9.44911,3,.5493101
   9.5152,3 ,.456278
 9.532516,3,.0273989
 9.547966,3,.5796973
 9.578484,3,1.214378
 9.638033,3,1.098641
 9.646449,3,.1632074
 9.650782,3,.1801531
 9.661368,3,.0372565
  9.67713,3,.0295987
 9.712853,3,.3643838
 9.742854,3,1.080983
 9.775874,3,.6972526
 9.807798,3,.7134824
 9.813207,3,1.373092
 9.817073,3,.0523725
 9.831785,3,.0037406
 10.04736,3,1.475775
 10.07435,3,1.196682
 10.07799,3,1.145322
 10.11445,3,1.859826
 10.13482,3,.0036973
 10.17574,3,.3252954
 10.18265,3,.0898919
 10.24253,3,.6346107
 10.24356,3,.0016532
 10.28474,3,.0446549
 10.30214,3,.2947462
  10.3267,3,1.059363
 10.38182,3,1.548904
 10.38188,3,1.429924
  10.3891,3,.6190605
 10.44408,3,.3419197
 10.52373,3,1.339134
 10.52422,3,.8458003
  10.6614,3,1.136381
  10.6769,3,1.314916
 10.73441,3,.2270507
 10.87032,3,.3963801
 10.90847,3,1.417565
  10.9094,3 ,.080867
 10.93628,3,1.484472
 10.94044,3,.4383063
 10.94847,3,.0712709
  10.9844,3 ,.273757
 11.02105,3 ,.833581
 11.02821,3,.0048298
 11.05263,3,.0176977
 11.06613,3,1.554646
 11.06986,3,1.169974
 11.07589,3,.8972179
 11.11241,3,.3219498
 11.13773,3,.1821843
 11.15239,3,.0464572
 11.20615,3,1.090214
 11.34924,3,.1950406
 11.36387,3  ,1.1307
 11.38008,3,.2675005
 11.46063,3,1.150504
 11.48236,3,.1915789
 11.48699,3,.0027271
 11.55035,3,.6760505
 11.55127,3,2.221365
 11.70306,3,.4691141
 11.78126,3,.7350183
 11.89482,3 ,.558174
 11.91237,3,1.131065
 11.92456,3,.0737741
 12.02395,3 ,.203125
 12.18804,3,.4018691
 12.22076,3,.9420991
 12.26571,3,1.288103
 12.27961,3,.0554116
 12.29384,3,1.143694
 12.35429,3,.0008494
 12.40124,3,.3520805
 12.79317,3,.4153054
 12.84963,3,.0422629
 12.91625,3,.4145049
  13.0913,3,.7684351
 13.09975,3 ,1.38749
 13.13179,3,.0078712
 13.19254,3 ,.185226
 13.22287,3,.0647478
  13.3514,3,.0444023
 13.47443,3,.0175557
 13.72044,3,.0335287
 13.73429,3 ,1.06003
 13.90332,3,.0030841
 13.97374,3,.0058006
 14.01074,3,.0819199
 14.04492,3,.0066571
 14.05722,3,.0044434
 14.13157,3,.0039085
 14.17285,3,.3445168
 14.22723,3,.3742305
 14.26181,3,.0614664
  14.4505,3,.0744509
 14.63206,3,.7396842
  14.6403,3,.4399365
  14.8356,3,.5467882
 14.91321,3,.0465629
 14.95532,3,.0045993
 14.96973,3 ,.456278
 15.04168,3,.4133962
 15.10476,3,.0507601
 15.19288,3,.0585387
 15.22706,3,.0063192
 15.28199,3,.8115464
 15.29685,3,1.219923
 15.30062,3,.0078889
 15.43415,3,.0050829
 15.52798,3,.2773603
 15.61436,3,.6174191
 15.67137,3,.6322165
 15.73935,3,.0570306
 15.76235,3,.1137529
 15.91818,3 ,.224532
 16.02284,3,1.366382
 16.03197,3,.7949974
 16.05753,3,1.446312
 16.14206,3 ,.052462
 16.21097,3,.0021582
 16.23609,3,.0030937
 16.28791,3,.5406212
 16.30655,3,.0039951
 16.49796,3,.0077266
 16.66858,3,.0365509
 16.68565,3,.0045788
 17.11014,3,.0042318
 17.27821,3,1.151409
 17.57183,3,.3624319
 17.63041,3,.1593784
 17.78076,3,.0340737
 17.82271,3,.0003437
 17.96633,3,.0072628
 18.11779,3 ,.416595
  18.1474,3,.6686846
 18.15132,3,.0060369
 18.47378,3,.0336934
   18.477,3,.0446358
 18.50253,3,1.104215
 18.93312,3,.5384141
 18.97774,3,.0446358
 19.01365,3,.0053233
 19.05117,3,.0030937
 19.33512,3,.3581102
 19.40535,3,.0580962
  19.6199,3,.0041212
 19.78733,3,.0323859
 20.03912,3,.0047674
 20.05377,3,.6730002
 20.16088,3,.5511078
 20.23246,3,.7666252
  20.2684,3,.3447408
 20.82007,3,.0072226
 20.86075,3,.1142991
 21.22315,3,.1887378
  21.7467,3,.0814304
 21.78411,3,.0037698
 21.97411,3,.2858817
 22.06176,3,.0320615
 22.26056,3,.4048709
 22.29688,3,.3040757
 23.39989,3,.0302377
 23.43614,3,.0331622
 23.47704,3,.4662457
 24.23174,3,.3319757
 24.28935,3,.0080776
 24.31975,3,.1724792
 24.33623,3,.0038446
 24.84656,3,.4190273
 25.47365,3,.5911551
 25.49704,3,.0646438
 26.17754,3,.2363214
 26.52427,3,.1681173
 26.69614,3,.3998538
 26.75223,3 ,.100103
 27.23541,3,.1571036
 27.26088,3,.0692498
 27.32589,3 ,.456278
 27.57398,3,.7032761
 27.57669,3,.2949755
 28.66328,3,.3661354
 28.68482,3,.4299489
 28.79124,3 ,.001948
 29.03065,3,.1790919
 29.38408,3,.0006486
 29.44354,3,.0046787
 29.94014,3,.0748447
  30.5702,3,.1403029
 30.77407,3,.3963801
 30.81204,3,.5928611
 30.92145,3,.1042108
 31.40373,3,.0413014
 31.74558,3,.0592714
 31.86018,3,.0331498
 33.32088,3,.3128017
 33.45564,3,.1022436
 34.37616,3,.1659735
 34.73877,3,.0039951
 34.88865,3,.2975133
 34.94904,3,.0591159
 36.32262,3,.4530018
  37.3448,3,.0907343
  37.5771,3,.0481766
 38.11318,3,.0306867
 38.42415,3 ,.312717
 38.45782,3,.0038038
 40.40766,3,.0464572
 40.68402,3 ,.736521
 41.47223,3,.0713534
 41.54848,3,.0004224
   43.158,3,.0040241
 44.40309,3 ,.003818
 44.70434,3,.1925051
 45.02012,3,.0843375
 48.23918,3,.4774446
 48.41567,3,.5252393
 48.51775,3,.1775679
 49.01355,3,.0033527
 49.70235,3,.3578232
  54.1199,3,.3381141
 54.27872,3,.0935803
 57.71596,3,.4997115
 62.84045,3,.5812821
 63.13498,3,.7134824
 67.44609,3,.0041542
 69.71305,3,.3915456
 100.5301,3 ,.005573
 102.5324,3,.0029835
 102.6945,3,.2789264
 110.1021,3,.0503959
 116.9265,3 ,.004603
  122.886,3,.0004272
  124.446,3,.0031434
 132.9685,3,.0048117
 138.3913,3 ,.314224
 161.6254,3,.2382048
 206.8113,3,.0035177
  231.761,3,.0917628
 955.8786,3,.0011364
 12721.31,3,.0651916
-3.125108,4,1.477937
-1.918721,4,.0340904
-1.339353,4,.2082012
 -1.29716,4,1.394713
-1.290491,4,.9177549
-1.105254,4,1.709939
-.8296998,4 ,1.60074
-.8013762,4,1.507537
-.6890476,4,1.517766
-.4865371,4,1.606382
-.3325945,4 ,1.31259
-.3300167,4,1.611608
-.3258988,4 ,1.97412
-.2929128,4,1.666808
-.2653021,4,1.597728
 -.241581,4,1.455109
-.2312657,4,.7000774
-.2274937,4,1.611588
-.1865852,4,1.716138
-.1857082,4,2.000971
-.1731708,4,1.377358
-.1689086,4,1.600584
-.1631393,4,1.889724
-.1583202,4,1.176626
-.1569282,4 ,1.07522
-.1472901,4,1.407785
 -.136594,4,1.507537
-.1228497,4,.3917437
-.1222937,4,.0828433
-.1114891,4,1.248616
-.1086129,4,1.572488
-.1078039,4,1.087568
-.0844654,4,1.375582
-.0389213,4,1.396518
-.0323362,4  ,1.1972
-.0286958,4,2.273166
-.0139936,4,1.095273
-.0124137,4,2.124967
-.0069092,4,1.736537
        0,4,1.004142
        0,4,1.430798
        0,4,1.898242
        0,4,.9425169
        0,4,1.365673
 .0011403,4,1.056986
 .0053546,4,1.450587
 .0113404,4 ,.001724
 .0275305,4  ,.14674
 .0306271,4,1.486177
 .0347038,4,.9477341
 .0353585,4,1.994732
 .0407852,4,1.676199
 .0410875,4,1.690988
  .047103,4,1.331339
 .0505417,4,1.486869
 .0628173,4,1.244025
 .0634129,4,1.029972
 .0676444,4,1.227965
 .0716479,4,1.130077
 .0727524,4,2.434016
 .0783961,4,.8335478
   .07925,4,1.424641
 .0795252,4,1.246209
 .0813468,4,2.002742
 .0830552,4,1.628603
 .0881602,4,1.188194
  .088629,4,1.667717
    .0941,4,1.504138
 .1028036,4,1.240268
 .1079095,4,1.576565
 .1110682,4,1.086463
 .1169649,4,1.089863
 .1206238,4,1.735558
 .1215219,4,.8828252
 .1221104,4  ,.91506
  .122623,4,.8045878
 .1254283,4,1.085905
 .1300168,4,1.376411
 .1369084,4,1.210676
 .1375492,4 ,1.41732
 .1376135,4,1.991618
 .1387488,4,1.933673
 .1409763,4,1.374676
 .1461016,4,1.568525
 .1461021,4,1.840058
 .1461481,4,1.339632
 .1566419,4,1.043453
 .1601784,4,1.860329
  .162387,4,1.016682
 .1644806,4,.1985181
 .1658279,4,1.663208
 .1736619,4,.0455928
 .1753278,4,1.376315
 .1759288,4,1.429714
 .1768702,4,1.695679
 .1780382,4,1.431006
 .1803166,4,1.706234
 .1830632,4 ,1.64214
 .1839428,4,1.768681
 .1878643,4,.9338547
 .1890112,4,1.164314
 .1992896,4,1.158818
 .2003468,4,1.269131
 .2092748,4,2.068457
 .2103462,4,1.267708
  .214597,4,1.083455
 .2163028,4,1.423427
 .2200861,4   ,1.598
 .2286981,4 ,1.22247
 .2314447,4,1.341118
 .2322469,4,.2434059
 .2351425,4,1.665664
 .2433077,4,1.446863
 .2448001,4,2.047946
  .260198,4,.7941884
 .2626172,4,1.729455
 .2675267,4,1.500785
 .2737969,4,1.099341
 .2759961,4,1.506288
 .2781546,4 ,1.39394
 .2968682,4,1.139938
   .29769,4 ,1.23057
 .3013008,4,1.075134
 .3177436,4,1.732741
 .3191851,4,1.128396
 .3259453,4,1.281463
 .3314151,4,1.575318
 .3324291,4,1.606832
 .3367171,4,1.251525
 .3377495,4,1.331761
 .3405483,4,1.719803
 .3441482,4,1.066402
 .3479623,4,1.357091
 .3489334,4,1.585069
 .3516232,4,1.214934
 .3523158,4,1.325038
 .3523669,4 ,1.00065
 .3569817,4 ,1.43727
 .3599507,4,1.310996
 .3630142,4,1.087377
 .3734954,4,1.016843
 .3786384,4,2.070205
 .3820718,4 ,.981699
 .3874379,4,2.458576
 .4070338,4,.0060521
 .4076771,4,.8963536
 .4106842,4,1.278979
 .4125095,4,1.867412
 .4161872,4,1.155651
 .4184158,4,.0446658
 .4320939,4,1.395246
 .4352361,4,1.115487
 .4353046,4,2.241642
 .4357411,4,1.392532
 .4367018,4,1.900694
 .4376009,4,1.869724
 .4410992,4  ,1.4391
 .4438336,4,1.596469
 .4450182,4,1.339328
 .4503084,4 ,.223819
  .461537,4,1.563317
 .4623885,4,2.229485
 .4755356,4,1.100917
   .48897,4,2.216928
 .4894395,4,1.534521
 .4895398,4,.9845175
  .506154,4,1.313111
 .5145431,4,1.474517
 .5270669,4,1.693486
 .5281527,4,1.555935
 .5422664,4 ,1.73661
 .5450383,4,2.520319
 .5549364,4,1.297053
 .5557659,4,1.722809
 .5643744,4,1.069603
  .565504,4,1.648338
 .5657698,4,1.957773
 .5671519,4,1.436265
  .567184,4,1.382467
 .5859992,4,1.813143
 .5867956,4,2.650291
 .5889499,4,1.468054
 .5906072,4,1.380117
 .5925437,4,1.786792
 .5974135,4,.4502885
 .5985941,4,.2910523
 .6050218,4 ,1.22922
 .6110336,4,1.868019
 .6144228,4,1.691134
 .6172726,4  ,1.5753
 .6183852,4,1.876221
 .6236693,4,1.139391
 .6514387,4,.6059558
 .6535933,4,1.240393
 .6556208,4,1.626188
 .6594133,4,.2463914
 .6642795,4,1.771997
 .6654086,4,1.154318
 .6702641,4,1.825512
 .6742768,4,1.414564
 .6797372,4,1.215331
 .6895081,4,1.484596
 .6911324,4 ,1.45712
 .6937677,4,1.462223
 .6997818,4,1.460242
 .7059312,4,1.473584
  .707078,4,1.736537
  .712265,4,1.233636
 .7160561,4,1.054704
 .7237669,4,1.421606
 .7264296,4,2.122264
 .7325637,4,1.242164
 .7359936,4,1.663587
 .7390409,4,1.889724
 .7483461,4,1.366257
 .7514548,4,1.613348
 .7514589,4,1.426514
 .7534395,4,1.649794
 .7536167,4,1.582068
 .7545311,4,1.679697
 .7633406,4,1.180415
 .7636035,4,2.675631
 .7657973,4,1.524954
 .7692363,4,1.967037
 .7703813,4,.4160492
 .7780164,4,1.143337
 .7789571,4 ,2.17173
 .7817829,4,1.391256
 .7831307,4 ,1.15673
 .7834396,4,1.952529
 .7837582,4,1.520969
 .7849337,4,1.118811
 .7881038,4,1.491185
 .7969595,4,1.689832
 .8008072,4,.1112869
 .8068872,4,1.445999
 .8102943,4,1.503769
 .8130363,4,1.809608
 .8178183,4,1.481828
 .8265166,4,1.744364
 .8316311,4,1.129465
 .8324626,4 ,1.46311
 .8402174,4,1.464637
 .8418663,4,1.562484
 .8424424,4,1.368821
 .8548552,4 ,1.22922
 .8609195,4,1.426942
 .8613477,4,1.938514
 .8633032,4,1.762728
 .8636208,4,1.740518
 .8672662,4,1.444035
 .8732972,4,1.167531
 .8733175,4,1.091571
 .8734248,4,1.960665
 .8895537,4 ,2.10794
 .8914734,4,.5289698
 .8979639,4,1.444039
 .9228842,4,1.805883
 .9252698,4,1.416582
 .9275396,4,1.656281
 .9331961,4,1.943832
 .9337068,4,1.447114
 .9381036,4,1.571665
 .9422731,4 ,1.38809
 .9438391,4,1.496326
 .9461187,4,1.551598
   .94863,4,1.358421
 .9585996,4,1.297921
 .9633499,4,1.539511
 .9719056,4,1.677352
 .9730626,4,.5700858
 .9734159,4,2.441061
 .9746912,4,1.756079
 .9810233,4,2.598776
 .9833707,4 ,1.51983
 .9855908,4,.2477346
 .9884597,4,1.588439
 .9887085,4,.7044147
 .9894713,4,1.389655
  .993441,4,1.493064
 .9982736,4,1.325373
 1.005527,4,1.403314
 1.027359,4,.2267048
 1.027867,4 ,1.78907
 1.030692,4,1.325373
 1.036625,4,1.494601
  1.04043,4,1.391411
 1.042706,4,1.260934
 1.046898,4,1.979589
 1.056679,4,1.432017
 1.061359,4,1.388256
 1.062993,4,1.744774
 1.066056,4,1.571801
 1.066276,4,1.464637
 1.066392,4,1.375641
 1.069496,4,2.608233
 1.072611,4,1.720889
 1.075212,4,1.498702
