wealth_income_ratio,age_group,weight
 .7775487,1,.9443034
 .7816401,1,.8068486
 .7841525,1,.8682619
 .7846251,1,.6871869
 .7847663,1,1.044035
 .7865894,1,.9118898
  .791258,1,1.538175
 .7971008,1,1.576884
 .8014091,1,1.218549
 .8028153,1,1.074624
  .812048,1,.5870354
 .8249177,1 ,1.84816
 .8254982,1 ,.864611
 .8284584,1,.9976816
 .8324091,1,1.138299
 .8361939,1,1.117746
 .8387357,1,1.550892
 .8391578,1,.8995112
 .8456207,1,1.051814
 .8487121,1,.0334002
 .8510984,1,.8873966
 .8617956,1,.4572144
  .866729,1,.7051881
 .8671116,1,.8410618
 .8738602,1,1.168964
 .8756871,1,1.091223
 .8801122,1,1.093671
 .8811787,1,1.185161
 .8910525,1,1.576884
 .9018356,1,.8912776
 .9027082,1,1.074913
 .9042807,1,1.066934
 .9201177,1,1.229643
 .9214392,1,.7383863
 .9247264,1,1.102597
 .9262116,1,1.347197
 .9279584,1,1.907441
 .9353483,1,1.259201
 .9534238,1,.9353158
 .9546718,1,.6412302
  .955391,1  ,1.0188
 .9554585,1,.9287852
 .9556215,1,.6761278
 .9586697,1,1.574476
 .9630466,1,.8551299
 .9647784,1,1.001305
   .96571,1,1.149404
 .9673108,1,1.030311
 .9688554,1,1.409698
 .9752559,1,.9029087
  .977336,1,.9578547
 .9781451,1,1.275549
 .9800239,1,1.182962
 .9853874,1,.8076101
 .9918446,1,.8458333
 .9949575,1,1.237196
 1.002251,1,.8650193
 1.007051,1,1.002084
 1.011817,1,.9089928
 1.012828,1,.6494575
 1.014855,1,1.488156
 1.017041,1,1.379297
 1.020004,1,1.313271
   1.0336,1,.9618454
 1.050223,1,.7104199
 1.053218,1,1.041315
 1.057155,1  ,.67405
 1.060087,1,.9959403
 1.064916,1,1.069031
  1.06596,1,.8680233
 1.067319,1,.6973649
 1.067557,1,.7551679
 1.071344,1,.9326985
 1.089059,1,.7120155
 1.094675,1,1.056029
 1.106627,1,1.015328
 1.114624,1,1.431235
 1.114681,1 ,.814766
 1.117814,1,1.179573
 1.125121,1,.8223379
 1.128453,1,.3698679
  1.13264,1,1.441516
 1.141583,1,1.057292
 1.144252,1,.7211514
 1.153673,1,1.060917
 1.157378,1,.8680233
 1.165507,1,.8911745
 1.165678,1,.8223379
 1.185186,1,1.268764
 1.193673,1,1.074913
 1.193674,1,.8113943
 1.205184,1,1.321452
 1.209727,1 ,.988259
 1.213707,1,1.259201
 1.216985,1,1.157608
 1.221202,1,1.409894
  1.25576,1,1.301072
 1.256134,1,1.120925
 1.256575,1,1.344998
  1.25942,1,.8057586
 1.260731,1,1.616125
   1.2676,1,1.103957
 1.274774,1,1.123516
 1.285779,1,.9667523
 1.293796,1 ,1.10078
 1.299883,1,1.233234
 1.302817,1,1.176556
 1.303837,1,1.236179
 1.304824,1,.9895186
 1.311904,1,.7906888
 1.318974,1,.7662181
  1.32298,1,1.129739
 1.324177,1,.9476956
 1.333687,1,.2056672
 1.335412,1,.1987201
 1.335426,1,1.366477
 1.338869,1,.8284181
 1.339482,1,1.781142
  1.34219,1 ,1.30127
 1.344089,1,1.402393
 1.346429,1,.9662828
 1.351167,1 ,.871071
  1.35423,1,.9546094
 1.363848,1 ,1.07166
 1.367174,1,.8899722
 1.368091,1,1.425533
 1.371202,1,.4018727
 1.372101,1,1.576074
 1.383615,1,.8866112
 1.387409,1,1.148775
 1.390897,1,.8194539
 1.392059,1,.9554822
 1.415552,1,.9737195
 1.417012,1,1.024219
 1.423016,1,.2818103
 1.441973,1,1.295782
 1.442572,1,1.256441
 1.443949,1,.8057681
 1.450072,1,1.311899
 1.451001,1,1.165022
 1.461455,1,1.802835
 1.468022,1,1.297788
  1.48373,1 ,.872829
 1.492732,1 ,.726888
 1.511221,1,1.551603
 1.513526,1,.8819615
  1.52936,1,1.581261
 1.529601,1,1.379875
 1.530866,1,.8925961
 1.536445,1,1.156678
 1.536586,1,1.196624
 1.542571,1,1.018182
 1.548911,1,1.313764
 1.551254,1,.7917286
 1.557552,1,1.280668
 1.559994,1,1.194303
 1.565695,1,.9882665
 1.566621,1,1.462438
 1.602458,1,1.211497
 1.602966,1,.9385343
 1.632217,1,1.293873
 1.641215,1,1.203798
 1.651005,1,1.130085
 1.653438,1,1.316445
  1.66511,1,.6460881
 1.667224,1,1.329156
 1.676726,1,1.330378
 1.683601,1,.9618454
   1.6842,1,1.327017
 1.688429,1 ,.988259
 1.700941,1,1.086284
 1.704964,1,.7686823
 1.707806,1,.9959403
 1.709601,1,1.852831
 1.709913,1 ,1.07166
 1.725093,1,.9936818
 1.743602,1,.8103003
 1.765952,1 ,.871071
 1.803535,1,1.168084
 1.811188,1,1.434732
   1.8167,1,1.589363
 1.829846,1,.8223379
 1.833139,1,.7279171
 1.837277,1,.9285172
 1.842462,1,.9480726
 1.854445,1,.8328175
 1.862184,1,1.215978
  1.86609,1,1.199471
 1.871653,1,.8820553
 1.889243,1,1.193116
 1.889301,1,1.145679
 1.892434,1,.7249041
 1.901919,1,1.590482
 1.902208,1 ,.744155
 1.908085,1,1.649794
 1.943312,1 ,.599748
 1.955357,1,.6866993
   1.9578,1,1.250682
 1.961496,1,1.121931
 1.963068,1,1.233512
  2.00339,1,.9563555
 2.005663,1,1.774002
 2.007999,1,.9202381
 2.009735,1,1.104195
 2.026728,1,1.314555
 2.035099,1,1.258085
 2.037302,1,.9909769
 2.061481,1 ,.744155
 2.082045,1,1.500087
 2.086551,1,.9882665
 2.088318,1,1.336358
 2.090491,1 ,1.25298
 2.094283,1,1.240732
 2.106025,1,1.104195
 2.110945,1,1.387403
 2.116945,1,.6917945
 2.160012,1 ,1.41727
 2.174853,1,1.060592
 2.178287,1,1.208185
 2.178779,1,1.129714
 2.188322,1,1.033926
 2.198376,1,1.607712
 2.199788,1,.8131428
 2.211635,1,.9909922
 2.217816,1,.9399161
 2.220242,1,.7625874
  2.23014,1,1.206901
  2.24717,1,1.207438
 2.251814,1 ,.781221
 2.277399,1,.8124526
 2.293093,1,.8883173
 2.300309,1,.6081046
 2.348027,1,.8819695
 2.378101,1,.7350946
 2.386986,1,.9612115
 2.404756,1,1.041315
 2.407529,1,1.259165
 2.419335,1,1.108686
  2.43851,1,1.145522
 2.449163,1,1.215234
 2.471031,1,.8138282
 2.483683,1,.7459247
 2.489062,1,.9913853
 2.490413,1,1.256727
 2.522329,1,.8292888
 2.556339,1,.1293208
 2.571805,1,1.462819
 2.591551,1,1.093511
 2.596334,1,1.802835
   2.6053,1,1.696069
 2.617229,1 ,1.12751
 2.621225,1,1.110294
 2.643697,1,1.060342
 2.650435,1,1.321619
  2.65089,1,.7719787
 2.656898,1,1.186036
 2.664824,1,1.005473
 2.677891,1,1.576884
 2.692855,1,1.455013
  2.69319,1,1.513214
 2.694889,1,1.325189
 2.707392,1 ,1.20917
 2.725792,1,1.253758
 2.726933,1,.6768541
 2.749292,1,1.324281
 2.750423,1,1.149306
 2.751273,1 ,.615896
 2.767186,1,.9679835
  2.77446,1,1.241754
 2.830531,1,.9282687
 2.830651,1,.9532776
 2.831073,1,.6956031
  2.89133,1,1.743012
 2.892773,1,.7994952
  2.96748,1,.7383863
 2.973244,1,.8194277
 2.980627,1 ,1.35529
 2.997068,1,1.449822
 3.017137,1,.9262262
 3.055534,1,1.451071
 3.097398,1,.8819615
 3.104321,1,1.136096
 3.131355,1,1.451116
 3.145173,1,.9784902
 3.147497,1,1.127135
 3.165148,1,.7959348
 3.174406,1 ,.744155
 3.209942,1,1.349177
 3.262971,1,.7167581
 3.302592,1,.8819615
 3.313336,1,1.354594
 3.372038,1,.7904774
  3.41589,1,.9829419
 3.425433,1,1.804142
 3.445591,1,1.010748
  3.49738,1 ,1.30385
 3.535051,1,.8774638
 3.550627,1 ,1.63919
 3.572912,1,.6870371
 3.585609,1,.6295812
 3.668318,1,1.041032
  3.84107,1,1.483771
  3.84538,1,.9824745
 3.942338,1,.7439581
 4.000716,1,1.104195
 4.011051,1,.5921556
 4.076033,1,.2032482
 4.082226,1,1.524346
  4.14516,1,1.182928
 4.150817,1,.9207824
  4.26722,1,.9037527
 4.297413,1,.9326985
 4.424581,1,.0596885
 4.435474,1,1.295487
 4.439313,1,1.194132
 4.464421,1,.0395235
 4.725249,1,.9205606
 4.785525,1 ,1.31716
 4.842832,1,.0192803
  4.86012,1,1.060616
  4.91888,1,1.148161
 4.986432,1 ,.516059
 5.005022,1,1.607836
 5.088899,1,1.204603
 5.103159,1,1.200366
 5.125947,1,1.277928
 5.299216,1,.9776702
 5.366162,1,1.033154
 5.375737,1,1.186769
 5.697381,1,.9723976
  5.70786,1,.7244931
 5.991627,1 ,.778603
 6.132749,1,1.529601
 6.149283,1,.9029826
 6.164813,1 ,1.04153
 6.245692,1,.8263542
 6.469772,1,.7836916
 6.498854,1,.8517262
  6.55508,1,.8240073
 6.586782,1,1.233955
 6.865048,1,.9457932
 6.967273,1,.3541577
 7.151647,1,1.510389
 7.259935,1,1.326386
  7.52121,1,.5953571
 7.744228,1,1.121816
 7.791138,1,.5811344
 7.969993,1,1.019545
  8.58675,1,1.035038
 8.754419,1,1.225251
 8.784791,1,.7608423
 9.069912,1,.6695859
 10.32651,1,.6815335
 10.95658,1 ,.684929
 11.33317,1,.2169729
 11.47696,1,.2066223
 11.63308,1,.5909842
 11.63793,1,.8212272
 11.64202,1,1.407013
 12.79726,1,.4495784
 12.88578,1,.5120679
 13.10278,1,.9456621
 14.37753,1,1.090274
 14.43556,1,.1257805
  16.6391,1,.6825702
 16.65646,1,1.326535
 19.66686,1,.2212855
 20.48451,1,.0041235
 20.50998,1 ,.556294
 21.67863,1 ,.268825
 23.34279,1,.3481396
 23.92371,1,.5619031
 26.08636,1,1.505116
 33.34209,1,.0024343
 38.05943,1,1.082728
 39.06165,1,.5623113
 42.01255,1,.0330168
 43.21682,1,.2142716
 51.98137,1,.0265515
 53.42281,1,.1854139
 74.44267,1,.0777772
 108.6646,1,.2650453
  128.736,1 ,.312396
-6.092166,2,1.047212
-5.963063,2,.9773021
-3.846338,2,1.433292
-3.184923,2,.7976258
-2.929394,2,.8335357
-2.700562,2,.9197714
-1.517773,2,1.001704
-1.228613,2,.9999228
-1.223796,2,.9671866
-1.119159,2,1.345965
 -.951867,2,.9447851
-.8030934,2,1.039092
-.7782481,2,1.318288
-.7777771,2,.9449162
  -.75545,2 ,1.07958
-.7360427,2,.7449176
 -.720336,2,.6635306
-.6731573,2,.8738346
-.6184933,2,1.244855
-.5877157,2,.8044043
-.5817103,2,1.249989
-.5601366,2,1.048308
-.5291657,2,.8838419
-.4672043,2,1.462064
-.4640529,2,1.382562
-.4596087,2,1.345423
-.4545374,2  ,.78852
 -.449179,2,1.159755
-.4329941,2 ,1.02392
-.3913247,2,.8573739
  -.35499,2,.9331239
-.3538994,2 ,.730099
-.3234446,2 ,1.04436
-.2970248,2 ,.640991
-.2922398,2,.9931173
-.2871854,2 ,1.45264
-.2847321,2,1.036721
-.2822882,2 ,1.45592
  -.26438,2,.9501624
-.2327778,2,.7641521
-.2318528,2,1.467498
-.1872741,2 ,1.56487
-.1867417,2,1.256923
 -.172675,2,.9198357
-.1681451,2,1.047526
-.1565355,2,.9378176
-.1545184,2,.7895541
-.1502094,2,1.453112
-.1484136,2,1.342127
-.1306075,2,1.259379
-.1292451,2,1.295021
-.1106013,2 ,.936358
-.1094015,2,1.465107
-.1082737,2,1.114363
-.1066213,2 ,1.16787
-.0978502,2 ,1.14873
-.0976441,2 ,.883094
-.0839872,2,1.233568
-.0636133,2,.8836924
-.0596181,2,.8464333
-.0552801,2,1.234303
-.0540093,2,.2041312
 -.053134,2,1.486917
-.0471958,2,1.117988
-.0465359,2,.8778624
-.0431496,2,.9088574
-.0423042,2,1.155145
-.0216445,2,.7084962
-.0171499,2,1.358759
-.0123856,2,1.311225
 -.010152,2,1.192352
-.0094023,2,.7554537
-.0075381,2,.8569843
-.0065577,2,1.209379
-.0056011,2,.0407715
-.0009175,2,1.201661
        0,2,1.022716
        0,2,.6666893
        0,2,.3480866
        0,2 ,.860129
        0,2,1.100683
        0,2,.9870447
        0,2,.8460141
        0,2,.9691461
        0,2,1.040955
        0,2,1.166338
        0,2 ,1.25555
 .0006416,2,.7285932
 .0021748,2,1.092819
 .0108196,2 ,.935916
 .0111719,2 ,1.23785
 .0117688,2,.9884347
 .0117801,2,1.040955
 .0137532,2,.9934157
 .0148353,2  ,.96818
 .0148588,2,.4876164
 .0195477,2,1.033297
 .0206794,2 ,1.16576
 .0230748,2 ,.947575
  .024221,2,.1029052
 .0324868,2,.9803975
 .0331544,2,1.034024
 .0334164,2,1.283757
 .0346382,2,.7925641
 .0383142,2,1.316705
 .0389004,2,1.996775
 .0395921,2,1.024543
 .0396094,2,1.449868
 .0434245,2,.9843578
 .0459311,2,.8118201
 .0497851,2,1.061027
  .051836,2,1.103197
 .0524013,2,1.410722
 .0544738,2 ,.797632
 .0566407,2,1.063357
 .0575328,2,1.126983
 .0601812,2,.8571959
 .0603879,2,.8433012
 .0604079,2,1.069364
 .0611178,2,1.057877
 .0624693,2,1.654782
 .0626873,2,.8972642
 .0667867,2,1.132792
 .0711438,2,.7181474
 .0722086,2,1.264839
 .0729872,2,.8919927
 .0769625,2,1.090629
 .0823111,2,1.441246
 .0828687,2,.8336875
 .0853943,2,.8928244
 .0865062,2,1.069364
  .088802,2,1.234229
 .0904524,2 ,.881255
 .0905441,2,.7882826
  .091789,2,.7748305
 .0939555,2,1.154913
 .0944887,2,1.089904
  .095537,2,1.302887
 .0977803,2,1.039039
 .0985932,2,1.197222
 .0999422,2 ,.886537
 .1042964,2,.9503455
 .1072097,2,.7544148
 .1073923,2,1.037104
 .1102635,2,1.709767
 .1103006,2,.9929837
 .1137094,2,1.401604
 .1154662,2,.8783523
 .1213831,2,.7488856
 .1241398,2,.9007949
 .1257704,2 ,.953378
 .1283802,2,.8182852
  .129305,2,.8211334
 .1295081,2,1.190382
 .1302485,2,1.263373
 .1306953,2,1.397876
 .1330126,2,1.712816
 .1366172,2,.8741118
 .1382351,2,.7949415
 .1388211,2,2.029389
 .1398443,2,1.204844
  .140778,2,1.110898
 .1416704,2,.9041862
 .1430852,2,.6202182
 .1435821,2,.3324568
 .1490484,2,1.083195
 .1497651,2,2.091448
 .1531148,2,1.530618
 .1547941,2,1.166279
 .1548205,2 ,.955772
 .1613459,2,.8859502
 .1621109,2,1.208979
 .1661958,2,1.315999
 .1702935,2,1.203169
 .1705088,2 ,1.16787
 .1723215,2,1.121247
 .1768599,2,1.036131
 .1791377,2,1.182436
  .179844,2,.8460141
 .1822375,2 ,.925653
 .1854891,2,1.241981
 .1855401,2,.5432525
 .1871425,2,1.116435
 .1873025,2 ,.654489
 .1892961,2,1.183167
 .1901575,2,1.040955
 .1931927,2,1.117632
 .1947333,2,1.188063
 .1959124,2 ,1.10893
 .1980291,2,1.143578
 .2042871,2,2.095843
  .204453,2,1.067758
 .2094859,2,1.112696
 .2122813,2,.9466918
 .2133402,2,1.486808
 .2211104,2,.8722203
 .2237948,2,1.541256
 .2349031,2,1.204765
 .2359769,2,.3716981
 .2361258,2,.7339736
 .2398308,2,1.320408
 .2466242,2,.8742142
  .247197,2,.7756023
  .253521,2,1.292798
 .2549753,2,1.176339
 .2553985,2,1.240844
 .2561957,2,1.398679
 .2625211,2,1.185558
 .2648947,2,.9855254
 .2672317,2,.8224086
 .2685176,2,1.002912
 .2701502,2,.9671314
 .2772089,2,.9946288
 .2791032,2,.8858649
  .286014,2,.6422639
 .2869736,2,1.021425
 .2872415,2,1.474185
 .2896139,2,1.412413
 .2914332,2,.8425675
 .2931578,2,.9644351
 .3013747,2,.7635696
  .301874,2,1.149198
 .3024395,2 ,1.02459
 .3032331,2,.8040913
 .3095595,2,1.023458
 .3102282,2,1.086302
 .3136998,2,1.341479
 .3142011,2,1.298093
 .3151651,2,.9095176
 .3180058,2,.8857734
 .3189104,2,1.169122
 .3191498,2 ,1.20256
 .3224412,2,1.395167
 .3379022,2,1.144802
 .3413007,2 ,1.16874
 .3523677,2,1.335802
 .3566816,2 ,1.21345
 .3580084,2,1.625102
 .3580549,2,.5635192
 .3614102,2  ,1.3734
  .363935,2,1.029244
  .365641,2,1.031173
 .3656925,2,1.355431
  .368121,2 ,.998979
 .3708152,2,1.035601
 .3862672,2,.7926171
 .3877611,2  ,1.3016
 .3903334,2,1.109392
 .3916637,2,1.243929
 .3918872,2,1.107383
 .3952521,2,1.076638
  .396741,2 ,1.18265
 .4001115,2,1.212389
 .4096751,2,.7085751
 .4145597,2 ,.965767
  .420366,2,1.187266
 .4286716,2,1.031895
 .4414631,2,1.219052
 .4463717,2,.9216297
 .4545843,2,.9041994
 .4560274,2,1.044612
 .4573053,2 ,.843545
 .4582969,2,1.361404
 .4589517,2,1.073362
 .4602827,2,1.542268
 .4666367,2,1.101689
 .4717455,2,1.330594
 .4800722,2,1.278831
 .4816756,2,1.344398
 .4948512,2,1.312514
 .4961359,2,.6983516
 .4978888,2,1.122403
 .5014408,2,1.494392
 .5032763,2,.8943223
 .5072603,2,.8044043
 .5077333,2,1.237714
 .5132175,2,.4350154
 .5165683,2  ,1.1249
 .5227807,2,1.434281
 .5232129,2,1.260621
 .5234147,2,1.073146
  .524394,2,1.280993
 .5289079,2,1.343339
 .5329081,2,1.041169
 .5341676,2,1.200679
 .5421662,2,1.663904
 .5459934,2,1.012942
 .5471095,2,1.506481
 .5496272,2,1.011844
 .5556771,2,1.139137
 .5591914,2,1.276031
 .5603518,2,1.923609
 .5681197,2,1.132849
